name,split,video_folder,relative_video_path,rep_count,status,frames_total,frames_valid,valid_ratio,mean_conf,width,height,duration_sec,fps,orientation,issue_tags,severity,video_path,contact_sheet
stu3_59.mp4,train,train,train/stu3_59.mp4,1.0,ok,180,160,0.888889,0.825234,406,720,6.011,30.000,portrait,"portrait_framing,moderate_lower_body_coverage_loss",medium,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu3_59.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/artifacts/3_Modeling/squat_video_audit/contact_sheets/stu3_59_contact.jpg
stu2_68.mp4,train,train,train/stu2_68.mp4,25.0,ok,1438,1157,0.804590,0.834643,640,360,47.981,29.970,landscape,moderate_lower_body_coverage_loss,medium,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu2_68.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/artifacts/3_Modeling/squat_video_audit/contact_sheets/stu2_68_contact.jpg
train3912.mp4,train,train,train/train3912.mp4,4.0,ok,250,222,0.888000,0.888299,640,360,10.000,25.000,landscape,moderate_lower_body_coverage_loss,medium,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/train3912.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/artifacts/3_Modeling/squat_video_audit/contact_sheets/train3912_contact.jpg
test2299.mp4,train,train,train/test2299.mp4,2.0,ok,300,298,0.993333,0.573600,198,360,10.000,30.000,portrait,"portrait_framing,moderate_pose_confidence,confidence_noise_but_geometry_available",review,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/test2299.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/artifacts/3_Modeling/squat_video_audit/contact_sheets/test2299_contact.jpg
test2298.mp4,train,train,train/test2298.mp4,2.0,ok,276,265,0.960145,0.624166,202,360,10.010,29.970,portrait,"portrait_framing,moderate_pose_confidence,confidence_noise_but_geometry_available",review,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/test2298.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/artifacts/3_Modeling/squat_video_audit/contact_sheets/test2298_contact.jpg
test2331.mp4,train,train,train/test2331.mp4,2.0,ok,250,250,1.000000,0.626763,640,360,10.000,25.000,landscape,"moderate_pose_confidence,confidence_noise_but_geometry_available",review,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/test2331.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/artifacts/3_Modeling/squat_video_audit/contact_sheets/test2331_contact.jpg
train3948.mp4,train,train,train/train3948.mp4,2.0,ok,199,199,1.000000,0.634408,204,360,10.000,30.000,portrait,"portrait_framing,moderate_pose_confidence,confidence_noise_but_geometry_available",review,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/train3948.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/artifacts/3_Modeling/squat_video_audit/contact_sheets/train3948_contact.jpg
test2317.mp4,train,train,train/test2317.mp4,3.0,ok,300,300,1.000000,0.636078,640,360,10.000,30.000,landscape,"moderate_pose_confidence,confidence_noise_but_geometry_available",review,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/test2317.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/artifacts/3_Modeling/squat_video_audit/contact_sheets/test2317_contact.jpg
stu6_64.mp4,train,train,train/stu6_64.mp4,3.0,ok,507,486,0.958580,0.638312,640,360,17.000,30.000,landscape,"moderate_pose_confidence,confidence_noise_but_geometry_available",review,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu6_64.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/artifacts/3_Modeling/squat_video_audit/contact_sheets/stu6_64_contact.jpg
test2349.mp4,valid,valid,valid/test2349.mp4,6,ok,121,120,0.991736,0.641102,144,176,10.000,14.000,portrait,"portrait_framing,moderate_pose_confidence,confidence_noise_but_geometry_available",review,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/valid/test2349.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/artifacts/3_Modeling/squat_video_audit/contact_sheets/test2349_contact.jpg
train3944.mp4,train,train,train/train3944.mp4,2.0,ok,295,293,0.993220,0.657436,640,360,10.003,29.791,landscape,"moderate_pose_confidence,confidence_noise_but_geometry_available",review,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/train3944.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/artifacts/3_Modeling/squat_video_audit/contact_sheets/train3944_contact.jpg
stu6_71.mp4,train,train,train/stu6_71.mp4,2.0,ok,300,300,1.000000,0.660087,576,720,10.012,30.000,portrait,"portrait_framing,moderate_pose_confidence,confidence_noise_but_geometry_available",review,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu6_71.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/artifacts/3_Modeling/squat_video_audit/contact_sheets/stu6_71_contact.jpg
val1256.mp4,train,train,train/val1256.mp4,2.0,ok,300,300,1.000000,0.666168,202,360,10.000,30.000,portrait,"portrait_framing,moderate_pose_confidence,confidence_noise_but_geometry_available",review,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/val1256.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/artifacts/3_Modeling/squat_video_audit/contact_sheets/val1256_contact.jpg
stu10_64.mp4,train,train,train/stu10_64.mp4,2.0,ok,390,390,1.000000,0.680884,480,720,13.002,30.000,portrait,"portrait_framing,moderate_pose_confidence,confidence_noise_but_geometry_available",review,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu10_64.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/artifacts/3_Modeling/squat_video_audit/contact_sheets/stu10_64_contact.jpg
stu3_72.mp4,train,train,train/stu3_72.mp4,1.0,ok,299,299,1.000000,0.680910,382,640,10.011,30.000,portrait,"portrait_framing,moderate_pose_confidence,confidence_noise_but_geometry_available",review,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu3_72.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/artifacts/3_Modeling/squat_video_audit/contact_sheets/stu3_72_contact.jpg
stu10_63.mp4,valid,valid,valid/stu10_63.mp4,16,ok,996,985,0.988956,0.690194,202,360,40.000,30.000,portrait,"portrait_framing,moderate_pose_confidence,confidence_noise_but_geometry_available",review,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/valid/stu10_63.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/artifacts/3_Modeling/squat_video_audit/contact_sheets/stu10_63_contact.jpg
test2323.mp4,train,train,train/test2323.mp4,2.0,ok,237,215,0.907173,0.693854,288,360,10.000,30.000,portrait,"portrait_framing,moderate_pose_confidence,confidence_noise_but_geometry_available",review,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/test2323.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/artifacts/3_Modeling/squat_video_audit/contact_sheets/test2323_contact.jpg
test2295.mp4,train,train,train/test2295.mp4,1.0,ok,100,100,1.000000,0.959143,480,360,10.000,10.000,landscape,short_clip,review,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/test2295.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/artifacts/3_Modeling/squat_video_audit/contact_sheets/test2295_contact.jpg
stu1_71.mp4,train,train,train/stu1_71.mp4,4.0,ok,857,847,0.988331,0.701649,408,720,30.018,30.000,portrait,portrait_framing,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu1_71.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/artifacts/3_Modeling/squat_video_audit/contact_sheets/stu1_71_contact.jpg
train3959.mp4,train,train,train/train3959.mp4,2.0,ok,300,300,1.000000,0.702980,640,360,10.010,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/train3959.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/artifacts/3_Modeling/squat_video_audit/contact_sheets/train3959_contact.jpg
stu10_62.mp4,train,train,train/stu10_62.mp4,3.0,ok,270,270,1.000000,0.707596,1280,720,9.008,30.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu10_62.mp4,
stu8_68.mp4,train,train,train/stu8_68.mp4,3.0,ok,275,275,1.000000,0.722696,1280,720,11.013,25.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu8_68.mp4,
stu1_70.mp4,train,train,train/stu1_70.mp4,1.0,ok,120,120,1.000000,0.741418,406,720,4.014,30.000,portrait,portrait_framing,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu1_70.mp4,
test2318.mp4,train,train,train/test2318.mp4,4.0,ok,300,298,0.993333,0.746193,202,360,10.000,30.000,portrait,portrait_framing,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/test2318.mp4,
stu10_71.mp4,train,train,train/stu10_71.mp4,4.0,ok,432,400,0.925926,0.748680,1280,720,18.018,23.976,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu10_71.mp4,
stu3_71.mp4,train,train,train/stu3_71.mp4,2.0,ok,330,330,1.000000,0.749541,576,720,11.016,30.000,portrait,portrait_framing,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu3_71.mp4,
train3921.mp4,valid,valid,valid/train3921.mp4,4,ok,300,300,1.000000,0.753470,202,360,10.000,30.000,portrait,portrait_framing,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/valid/train3921.mp4,
stu6_70.mp4,train,train,train/stu6_70.mp4,26.0,ok,1199,1199,1.000000,0.760032,480,360,40.007,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu6_70.mp4,
stu7_71.mp4,train,train,train/stu7_71.mp4,32.0,ok,1348,1348,1.000000,0.761276,480,360,44.978,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu7_71.mp4,
stu8_61.mp4,train,train,train/stu8_61.mp4,5.0,ok,480,480,1.000000,0.771221,1280,720,16.011,30.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu8_61.mp4,
val1235.mp4,train,train,train/val1235.mp4,2.0,ok,300,300,1.000000,0.775747,480,360,10.000,30.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/val1235.mp4,
stu5_65.mp4,train,train,train/stu5_65.mp4,18.0,ok,1409,1409,1.000000,0.775971,640,360,47.014,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu5_65.mp4,
stu8_62.mp4,valid,valid,valid/stu8_62.mp4,22,ok,1799,1799,1.000000,0.776732,640,360,60.027,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/valid/stu8_62.mp4,
val1258.mp4,train,train,train/val1258.mp4,3.0,ok,300,300,1.000000,0.784184,640,360,10.000,30.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/val1258.mp4,
test2309.mp4,train,train,train/test2309.mp4,2.0,ok,300,300,1.000000,0.784784,204,360,10.000,30.000,portrait,portrait_framing,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/test2309.mp4,
stu5_71.mp4,valid,valid,valid/stu5_71.mp4,19,ok,1031,1030,0.999030,0.801265,640,360,43.001,23.976,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/valid/stu5_71.mp4,
stu5_70.mp4,train,train,train/stu5_70.mp4,6.0,ok,899,898,0.998888,0.804451,640,360,36.000,25.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu5_70.mp4,
stu8_67.mp4,train,train,train/stu8_67.mp4,3.0,ok,330,330,1.000000,0.805646,578,720,11.005,30.000,portrait,portrait_framing,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu8_67.mp4,
stu9_70.mp4,train,train,train/stu9_70.mp4,4.0,ok,384,384,1.000000,0.806264,1280,720,16.016,23.976,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu9_70.mp4,
stu10_68.mp4,train,train,train/stu10_68.mp4,20.0,ok,1678,1678,1.000000,0.814353,640,360,55.989,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu10_68.mp4,
stu4_62.mp4,train,train,train/stu4_62.mp4,14.0,ok,1619,1619,1.000000,0.815891,640,360,54.021,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu4_62.mp4,
stu2_70.mp4,train,train,train/stu2_70.mp4,13.0,ok,1499,1499,1.000000,0.816424,640,360,50.017,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu2_70.mp4,
stu2_71.mp4,train,train,train/stu2_71.mp4,14.0,ok,1498,1498,1.000000,0.817238,640,360,49.983,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu2_71.mp4,
stu8_65.mp4,train,train,train/stu8_65.mp4,24.0,ok,1859,1859,1.000000,0.819627,640,360,62.029,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu8_65.mp4,
stu7_63.mp4,train,train,train/stu7_63.mp4,12.0,ok,1558,1558,1.000000,0.827996,640,360,51.985,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu7_63.mp4,
stu7_69.mp4,train,train,train/stu7_69.mp4,20.0,ok,1109,1109,1.000000,0.828096,640,360,37.004,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu7_69.mp4,
stu6_62.mp4,train,train,train/stu6_62.mp4,20.0,ok,749,749,1.000000,0.828481,640,360,24.992,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu6_62.mp4,
stu3_67.mp4,train,train,train/stu3_67.mp4,9.0,ok,660,660,1.000000,0.829484,1280,720,22.022,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu3_67.mp4,
stu4_65.mp4,train,train,train/stu4_65.mp4,24.0,ok,1260,1260,1.000000,0.830386,640,360,42.000,30.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu4_65.mp4,
stu3_61.mp4,train,train,train/stu3_61.mp4,19.0,ok,1349,1349,1.000000,0.832400,1280,720,45.017,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu3_61.mp4,
stu5_64.mp4,train,train,train/stu5_64.mp4,20.0,ok,689,689,1.000000,0.839269,640,360,22.990,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu5_64.mp4,
stu3_62.mp4,train,train,train/stu3_62.mp4,13.0,ok,1078,1078,1.000000,0.840086,640,360,35.969,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu3_62.mp4,
stu10_67.mp4,valid,valid,valid/stu10_67.mp4,6,ok,539,539,1.000000,0.846019,640,360,17.985,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/valid/stu10_67.mp4,
stu8_60.mp4,train,train,train/stu8_60.mp4,11.0,ok,1168,1135,0.971747,0.853179,270,360,39.000,30.000,portrait,portrait_framing,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu8_60.mp4,
stu2_67.mp4,train,train,train/stu2_67.mp4,11.0,ok,1470,1436,0.976871,0.866363,640,360,49.000,30.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu2_67.mp4,
stu3_64.mp4,train,train,train/stu3_64.mp4,19.0,ok,1612,1579,0.979529,0.867508,406,720,54.010,30.000,portrait,portrait_framing,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu3_64.mp4,
stu6_57.mp4,valid,valid,valid/stu6_57.mp4,15,ok,1558,1552,0.996149,0.870816,270,360,52.000,30.000,portrait,portrait_framing,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/valid/stu6_57.mp4,
stu2_69.mp4,train,train,train/stu2_69.mp4,21.0,ok,1950,1950,1.000000,0.872153,1280,720,65.007,30.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu2_69.mp4,
stu8_63.mp4,train,train,train/stu8_63.mp4,26.0,ok,1800,1800,1.000000,0.872685,1280,720,60.002,30.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu8_63.mp4,
stu3_63.mp4,train,train,train/stu3_63.mp4,7.0,ok,390,374,0.958974,0.873343,640,360,13.000,30.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu3_63.mp4,
stu10_66.mp4,train,train,train/stu10_66.mp4,25.0,ok,1228,1228,1.000000,0.874217,640,360,41.008,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu10_66.mp4,
stu1_69.mp4,train,train,train/stu1_69.mp4,9.0,ok,575,575,1.000000,0.877761,640,360,23.982,23.976,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu1_69.mp4,
test2326.mp4,train,train,train/test2326.mp4,2.0,ok,300,300,1.000000,0.887590,202,360,10.000,30.000,portrait,portrait_framing,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/test2326.mp4,
train3951.mp4,train,train,train/train3951.mp4,4.0,ok,300,300,1.000000,0.890044,640,360,10.000,30.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/train3951.mp4,
stu10_70.mp4,train,train,train/stu10_70.mp4,5.0,ok,456,456,1.000000,0.894755,1280,720,19.018,24.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu10_70.mp4,
stu7_70.mp4,train,train,train/stu7_70.mp4,6.0,ok,950,950,1.000000,0.900558,640,360,38.000,25.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu7_70.mp4,
