fps,frame_count,duration_sec,width,height,name,split
30.0,1620.0,54.0,1280.0,720.0,stu4_61.mp4,train
29.97,1498.0,49.983316649983315,202.0,360.0,stu6_28.mp4,train
30.0,300.0,10.0,640.0,360.0,val819.mp4,train
30.0,900.0,30.0,480.0,360.0,stu5_50.mp4,train
23.976023976023978,815.0,33.99229166666667,640.0,360.0,stu2_28.mp4,train
30.0,1530.0,51.0,640.0,360.0,stu1_9.mp4,train
30.0,1200.0,40.0,1280.0,720.0,stu8_59.mp4,train
30.0,570.0,19.0,640.0,360.0,stu1_32.mp4,train
24.0,1440.0,60.0,640.0,360.0,stu7_14.mp4,train
30.0,1800.0,60.0,640.0,360.0,stu1_35.mp4,train
29.97002997002997,270.0,9.009,640.0,360.0,stu1_0.mp4,train
25.0,375.0,15.0,1280.0,720.0,stu6_58.mp4,train
29.97002997002997,1558.0,51.98526666666667,640.0,360.0,stu3_29.mp4,train
29.97002997002997,837.0,27.9279,640.0,360.0,stu2_63.mp4,train
30.0,1260.0,42.0,202.0,360.0,stu3_38.mp4,train
29.97002997002997,1798.0,59.99326666666667,640.0,360.0,stu8_40.mp4,train
29.97002997002997,840.0,28.028000000000002,640.0,360.0,stu5_20.mp4,train
30.0,300.0,10.0,640.0,360.0,train156.mp4,train
23.976023976023978,120.0,5.005,640.0,360.0,stu4_21.mp4,train
30.0,300.0,10.0,640.0,360.0,train2692.mp4,train
24.0,1440.0,60.0,640.0,360.0,stu10_49.mp4,train
25.0,1250.0,50.0,640.0,360.0,stu6_6.mp4,train
30.0,1200.0,40.0,202.0,360.0,stu1_11.mp4,train
24.0,672.0,28.0,640.0,360.0,stu10_65.mp4,train
23.976023976023978,1246.0,51.96858333333333,640.0,360.0,stu7_40.mp4,train
23.976023976023978,1439.0,60.01829166666666,640.0,360.0,stu1_72.mp4,train
29.97002997002997,1199.0,40.00663333333333,480.0,360.0,stu6_70.mp4,train
30.0,1214.0,40.46666666666667,640.0,360.0,stu1_54.mp4,train
29.97002997002997,1468.0,48.98226666666667,640.0,360.0,stu2_43.mp4,train
30.0,1620.0,54.0,640.0,360.0,stu4_57.mp4,train
29.97002997002997,239.0,7.974633333333333,640.0,360.0,stu9_28.mp4,train
23.976023976023978,792.0,33.032999999999994,640.0,360.0,stu7_21.mp4,train
30.0,1110.0,37.0,640.0,360.0,stu8_41.mp4,train
30.0,1980.0,66.0,204.0,360.0,stu4_34.mp4,train
29.559748427672957,651.0,22.0231914893617,202.0,360.0,stu10_23.mp4,train
23.976023976023978,528.0,22.022,640.0,360.0,stu10_58.mp4,train
29.97,899.0,29.996663329996665,640.0,360.0,stu1_4.mp4,train
25.0,250.0,10.0,640.0,360.0,val912.mp4,train
23.976023976023978,1007.0,42.00029166666666,640.0,360.0,stu6_38.mp4,train
29.97002997002997,1709.0,57.023633333333336,640.0,360.0,stu1_66.mp4,train
15.0,150.0,10.0,320.0,240.0,val826.mp4,train
29.97002997002997,1258.0,41.97526666666667,640.0,360.0,stu2_3.mp4,train
30.0,750.0,25.0,202.0,360.0,stu2_16.mp4,train
29.97002997002997,1799.0,60.026633333333336,640.0,360.0,stu9_3.mp4,train
25.0,250.0,10.0,640.0,360.0,stu9_25.mp4,train
30.0,1800.0,60.0,202.0,360.0,stu7_55.mp4,train
29.97002997002997,300.0,10.01,640.0,360.0,train3327.mp4,train
23.976023976023978,1439.0,60.01829166666666,640.0,360.0,stu4_24.mp4,train
23.976023976023978,720.0,30.029999999999998,640.0,360.0,stu5_4.mp4,train
30.0,1320.0,44.0,640.0,360.0,stu7_31.mp4,train
29.97002997002997,300.0,10.01,270.0,360.0,train3309.mp4,train
30.0,300.0,10.0,202.0,360.0,train954.mp4,train
23.976023976023978,720.0,30.029999999999998,640.0,360.0,stu3_37.mp4,train
29.97002997002997,360.0,12.012,640.0,360.0,stu4_18.mp4,train
30.0,1200.0,40.0,640.0,360.0,stu8_17.mp4,train
29.97002997002997,1019.0,34.00063333333333,640.0,360.0,stu1_63.mp4,train
29.97,1648.0,54.988321654988326,640.0,360.0,stu10_10.mp4,train
30.0,300.0,10.0,640.0,360.0,val824.mp4,train
29.97002997002997,780.0,26.026,640.0,360.0,stu7_54.mp4,train
25.0,900.0,36.0,640.0,360.0,stu5_70.mp4,train
30.0,300.0,10.0,640.0,352.0,val890.mp4,train
29.97002997002997,300.0,10.01,640.0,360.0,val1074.mp4,train
29.97002997002997,990.0,33.033,640.0,360.0,stu4_41.mp4,train
30.0,1620.0,54.0,406.0,720.0,stu3_64.mp4,train
30.0,660.0,22.0,640.0,360.0,stu5_8.mp4,train
29.97002997002997,990.0,33.033,426.0,240.0,stu10_18.mp4,train
23.976023976023978,431.0,17.976291666666665,640.0,360.0,stu6_10.mp4,train
29.97002997002997,990.0,33.033,1280.0,720.0,stu5_66.mp4,train
30.0,300.0,10.0,636.0,360.0,train1005.mp4,train
25.0,250.0,10.0,640.0,360.0,val817.mp4,train
29.97002997002997,1378.0,45.97926666666667,640.0,360.0,stu2_49.mp4,train
29.97002997002997,779.0,25.992633333333334,640.0,360.0,stu9_20.mp4,train
30.0,300.0,10.0,480.0,360.0,val1235.mp4,train
30.0,300.0,10.0,360.0,360.0,train181.mp4,train
30.0,300.0,10.0,568.0,320.0,train1617.mp4,train
29.97002997002997,1259.0,42.008633333333336,640.0,360.0,stu2_46.mp4,train
29.97002997002997,1078.0,35.96926666666667,640.0,360.0,stu1_62.mp4,train
29.61,445.0,15.02870651806822,202.0,360.0,stu4_13.mp4,train
24.065,264.0,10.970288801163514,202.0,360.0,stu5_13.mp4,train
25.0,650.0,26.0,640.0,360.0,stu10_9.mp4,train
29.97002997002997,899.0,29.996633333333335,640.0,360.0,stu10_15.mp4,train
30.0,780.0,26.0,640.0,360.0,stu5_31.mp4,train
29.97002997002997,1679.0,56.02263333333333,480.0,360.0,stu4_23.mp4,train
29.97002997002997,1019.0,34.00063333333333,640.0,360.0,stu5_43.mp4,train
29.97002997002997,300.0,10.01,640.0,360.0,train3959.mp4,train
30.0,180.0,6.0,406.0,720.0,stu3_59.mp4,train
30.0,300.0,10.0,204.0,360.0,train3323.mp4,train
25.0,250.0,10.0,640.0,360.0,train1640.mp4,train
30.0,300.0,10.0,636.0,360.0,stu2_45.mp4,train
30.0,900.0,30.0,640.0,360.0,stu10_3.mp4,train
30.0,1800.0,60.0,640.0,360.0,stu5_7.mp4,train
29.916666666666668,958.0,32.022284122562674,640.0,360.0,stu4_52.mp4,train
29.97002997002997,990.0,33.033,640.0,360.0,stu8_6.mp4,train
29.97002997002997,1799.0,60.026633333333336,540.0,360.0,stu9_41.mp4,train
25.0,1275.0,51.0,640.0,360.0,stu6_67.mp4,train
30.0,1050.0,35.0,640.0,360.0,stu3_36.mp4,train
30.0,300.0,10.0,640.0,360.0,stu1_65.mp4,train
23.976023976023978,240.0,10.01,640.0,360.0,test2319.mp4,train
29.97002997002997,1798.0,59.99326666666667,640.0,360.0,stu4_26.mp4,train
29.97002997002997,300.0,10.01,640.0,360.0,stu3_11.mp4,train
19.95,200.0,10.025062656641605,480.0,356.0,test1448.mp4,train
29.97002997002997,299.0,9.976633333333334,640.0,360.0,stu5_1.mp4,train
30.0,1200.0,40.0,202.0,360.0,stu5_35.mp4,train
29.97002997002997,1619.0,54.020633333333336,640.0,360.0,stu4_62.mp4,train
23.976023976023978,791.0,32.99129166666666,640.0,360.0,stu6_36.mp4,train
29.97002997002997,300.0,10.01,640.0,360.0,test531.mp4,train
30.0,1230.0,41.0,202.0,360.0,stu9_42.mp4,train
24.0,720.0,30.0,640.0,360.0,stu2_17.mp4,train
25.0,625.0,25.0,640.0,360.0,stu9_16.mp4,train
29.781704781704782,924.0,31.025759162303665,638.0,360.0,stu7_0.mp4,train
29.97002997002997,300.0,10.01,540.0,360.0,stu1_15.mp4,train
29.97002997002997,569.0,18.985633333333332,640.0,360.0,stu7_23.mp4,train
30.0,1590.0,53.0,640.0,360.0,stu8_30.mp4,train
23.976023976023978,1151.0,48.00629166666666,640.0,360.0,stu9_5.mp4,train
29.97002997002997,779.0,25.992633333333334,640.0,360.0,stu2_72.mp4,train
29.97,1649.0,55.02168835502169,640.0,360.0,stu6_5.mp4,train
29.97,1439.0,48.01468134801468,640.0,360.0,stu9_10.mp4,train
29.97002997002997,900.0,30.03,640.0,360.0,stu10_59.mp4,train
25.0,250.0,10.0,480.0,360.0,test1465.mp4,train
29.97002997002997,1828.0,60.99426666666667,480.0,360.0,stu7_38.mp4,train
23.976023976023978,359.0,14.973291666666666,640.0,360.0,stu9_61.mp4,train
29.791459781529294,298.0,10.002866666666668,640.0,360.0,train3944.mp4,train
30.0,300.0,10.0,640.0,360.0,val568.mp4,train
29.97002997002997,810.0,27.027,640.0,360.0,stu9_27.mp4,train
29.97002997002997,300.0,10.01,480.0,360.0,train3303.mp4,train
29.97002997002997,1468.0,48.98226666666667,640.0,360.0,stu3_34.mp4,train
30.0,1841.0,61.36666666666667,640.0,360.0,stu1_10.mp4,train
30.0,300.0,10.0,640.0,360.0,test153.mp4,train
29.97002997002997,1018.0,33.96726666666667,640.0,360.0,stu4_3.mp4,train
29.97002997002997,570.0,19.019000000000002,640.0,360.0,stu9_38.mp4,train
30.0,720.0,24.0,202.0,360.0,stu8_39.mp4,train
30.0,300.0,10.0,202.0,360.0,val578.mp4,train
29.97002997002997,1349.0,45.011633333333336,640.0,360.0,stu7_2.mp4,train
30.0,300.0,10.0,480.0,360.0,val359.mp4,train
30.0,1950.0,65.0,1280.0,720.0,stu2_69.mp4,train
29.97002997002997,690.0,23.023,640.0,360.0,stu2_66.mp4,train
30.0,1260.0,42.0,640.0,360.0,stu2_32.mp4,train
30.0,300.0,10.0,640.0,360.0,val1250.mp4,train
29.97002997002997,1799.0,60.026633333333336,640.0,360.0,stu1_51.mp4,train
25.0,1075.0,43.0,450.0,360.0,stu8_50.mp4,train
30.0,1020.0,34.0,640.0,360.0,stu4_7.mp4,train
29.97,689.0,22.989656322989656,640.0,360.0,stu5_64.mp4,train
29.97002997002997,780.0,26.026,640.0,360.0,stu5_14.mp4,train
29.97002997002997,840.0,28.028000000000002,202.0,360.0,stu3_23.mp4,train
15.0,150.0,10.0,320.0,240.0,train139.mp4,train
30.0,900.0,30.0,408.0,720.0,stu1_71.mp4,train
25.0,250.0,10.0,640.0,360.0,stu10_0.mp4,train
23.976023976023978,1079.0,45.00329166666666,640.0,360.0,stu4_42.mp4,train
25.0,1100.0,44.0,450.0,360.0,stu4_36.mp4,train
29.97002997002997,899.0,29.996633333333335,640.0,360.0,stu10_41.mp4,train
30.0,870.0,29.0,640.0,360.0,stu8_0.mp4,train
29.97002997002997,450.0,15.015,640.0,360.0,stu7_15.mp4,train
29.97002997002997,1799.0,60.026633333333336,640.0,360.0,stu2_47.mp4,train
29.0,290.0,10.0,640.0,360.0,train2527.mp4,train
23.976023976023978,720.0,30.029999999999998,640.0,360.0,stu10_38.mp4,train
29.97,1079.0,36.00266933600267,640.0,360.0,stu1_64.mp4,train
29.97002997002997,360.0,12.012,426.0,240.0,stu3_13.mp4,train
29.97002997002997,1798.0,59.99326666666667,640.0,360.0,stu1_52.mp4,train
30.0,1170.0,39.0,640.0,360.0,stu10_54.mp4,train
25.0,500.0,20.0,640.0,360.0,stu5_0.mp4,train
29.97002997002997,300.0,10.01,640.0,360.0,test558.mp4,train
29.97002997002997,630.0,21.021,640.0,360.0,stu2_54.mp4,train
29.97002997002997,300.0,10.01,640.0,360.0,val581.mp4,train
16.0,160.0,10.0,640.0,360.0,test989.mp4,train
30.0,1140.0,38.0,640.0,360.0,stu8_15.mp4,train
29.97002997002997,1048.0,34.968266666666665,640.0,360.0,stu8_8.mp4,train
25.0,750.0,30.0,640.0,360.0,stu4_9.mp4,train
24.0,1440.0,60.0,480.0,360.0,stu2_64.mp4,train
23.976023976023978,480.0,20.02,640.0,360.0,stu6_59.mp4,train
24.0,240.0,10.0,640.0,360.0,train929.mp4,train
30.0,300.0,10.0,568.0,320.0,test555.mp4,train
30.0,300.0,10.0,202.0,360.0,val1076.mp4,train
25.0,1500.0,60.0,480.0,360.0,stu5_57.mp4,train
30.0,2550.0,85.0,1280.0,720.0,stu9_69.mp4,train
30.0,300.0,10.0,640.0,352.0,val828.mp4,train
29.623,1777.0,59.98717212976403,640.0,360.0,stu1_56.mp4,train
30.0,300.0,10.0,568.0,320.0,train2734.mp4,train
30.0,300.0,10.0,640.0,360.0,train2649.mp4,train
23.976023976023978,960.0,40.04,640.0,360.0,stu1_2.mp4,train
23.976023976023978,551.0,22.981291666666664,640.0,360.0,stu8_22.mp4,train
30.0,1200.0,40.0,640.0,360.0,stu2_52.mp4,train
23.976023976023978,840.0,35.035,640.0,360.0,stu1_16.mp4,train
29.97002997002997,420.0,14.014000000000001,640.0,360.0,stu3_17.mp4,train
29.97002997002997,300.0,10.01,640.0,360.0,test127.mp4,train
24.0,960.0,40.0,640.0,360.0,stu1_46.mp4,train
28.392,1193.0,42.018878557340095,204.0,360.0,stu4_38.mp4,train
23.976023976023978,432.0,18.017999999999997,1280.0,720.0,stu10_71.mp4,train
29.97002997002997,1078.0,35.96926666666667,640.0,360.0,stu10_4.mp4,train
30.0,990.0,33.0,202.0,360.0,stu7_47.mp4,train
29.97002997002997,1499.0,50.01663333333333,640.0,360.0,stu5_6.mp4,train
25.0,525.0,21.0,640.0,360.0,stu3_24.mp4,train
30.0,300.0,10.0,640.0,360.0,train3316.mp4,train
30.0,630.0,21.0,202.0,360.0,stu4_10.mp4,train
25.0,1525.0,61.0,640.0,360.0,stu2_50.mp4,train
29.97,959.0,31.998665331998666,640.0,360.0,stu4_30.mp4,train
23.976023976023978,599.0,24.983291666666666,640.0,360.0,stu2_19.mp4,train
25.0,750.0,30.0,640.0,360.0,stu8_2.mp4,train
29.931,1795.0,59.97126724800374,640.0,360.0,stu5_41.mp4,train
29.97002997002997,839.0,27.994633333333333,640.0,360.0,stu1_21.mp4,train
30.0,300.0,10.0,202.0,360.0,val1256.mp4,train
30.0,900.0,30.0,638.0,360.0,stu9_49.mp4,train
30.0,960.0,32.0,640.0,360.0,stu6_45.mp4,train
30.0,1740.0,58.0,202.0,360.0,stu4_6.mp4,train
30.0,1800.0,60.0,640.0,360.0,stu9_43.mp4,train
30.0,300.0,10.0,202.0,360.0,test2326.mp4,train
13.909,208.0,14.9543461068373,202.0,360.0,stu3_30.mp4,train
29.97002997002997,1798.0,59.99326666666667,640.0,360.0,stu8_29.mp4,train
24.0,1440.0,60.0,640.0,360.0,stu1_58.mp4,train
25.0,1250.0,50.0,640.0,360.0,stu4_55.mp4,train
30.0,300.0,10.0,320.0,240.0,train2645.mp4,train
15.0,420.0,28.0,424.0,240.0,stu6_27.mp4,train
25.0,850.0,34.0,640.0,360.0,stu4_31.mp4,train
25.0,1350.0,54.0,640.0,360.0,stu2_8.mp4,train
30.0,300.0,10.0,382.0,640.0,stu3_72.mp4,train
29.97002997002997,1797.0,59.9599,640.0,360.0,stu8_24.mp4,train
30.0,300.0,10.0,640.0,360.0,val892.mp4,train
30.0,300.0,10.0,640.0,360.0,test557.mp4,train
25.0,275.0,11.0,1280.0,720.0,stu8_68.mp4,train
29.187001140250857,1518.0,52.00945423291792,202.0,360.0,stu5_10.mp4,train
30.0,300.0,10.0,240.0,360.0,test1483.mp4,train
29.97002997002997,1858.0,61.995266666666666,640.0,360.0,stu4_53.mp4,train
29.97002997002997,660.0,22.022000000000002,640.0,360.0,stu2_31.mp4,train
30.0,300.0,10.0,640.0,360.0,test570.mp4,train
30.0,960.0,32.0,640.0,360.0,stu10_40.mp4,train
29.97002997002997,1499.0,50.01663333333333,640.0,360.0,stu2_70.mp4,train
24.0,1440.0,60.0,640.0,360.0,stu1_13.mp4,train
29.97002997002997,1289.0,43.00963333333333,640.0,360.0,stu4_67.mp4,train
25.0,525.0,21.0,640.0,360.0,stu9_0.mp4,train
30.0,300.0,10.0,202.0,360.0,train1614.mp4,train
23.976023976023978,575.0,23.982291666666665,640.0,360.0,stu1_69.mp4,train
29.97002997002997,720.0,24.024,640.0,360.0,stu8_18.mp4,train
29.97002997002997,570.0,19.019000000000002,640.0,360.0,stu8_33.mp4,train
23.976023976023978,288.0,12.011999999999999,640.0,360.0,stu8_26.mp4,train
23.976023976023978,1439.0,60.01829166666666,640.0,360.0,stu1_43.mp4,train
30.0,330.0,11.0,576.0,720.0,stu3_71.mp4,train
29.791,1072.0,35.984022020073176,640.0,360.0,stu4_51.mp4,train
23.976023976023978,1438.0,59.97658333333333,640.0,360.0,stu2_42.mp4,train
29.97002997002997,599.0,19.986633333333334,638.0,360.0,stu1_42.mp4,train
30.0,1740.0,58.0,636.0,360.0,stu3_48.mp4,train
29.97002997002997,719.0,23.990633333333335,640.0,360.0,stu8_66.mp4,train
29.0,290.0,10.0,202.0,360.0,train1678.mp4,train
29.97002997002997,1799.0,60.026633333333336,640.0,360.0,stu9_62.mp4,train
29.97002997002997,1349.0,45.011633333333336,640.0,360.0,stu3_49.mp4,train
30.0,1590.0,53.0,640.0,360.0,stu2_18.mp4,train
30.0,450.0,15.0,202.0,360.0,stu2_2.mp4,train
30.0,1800.0,60.0,202.0,360.0,stu10_55.mp4,train
29.97002997002997,960.0,32.032000000000004,640.0,360.0,stu10_7.mp4,train
29.97002997002997,360.0,12.012,640.0,360.0,stu8_21.mp4,train
29.97002997002997,1109.0,37.00363333333333,640.0,360.0,stu7_69.mp4,train
29.97,1349.0,45.01167834501168,202.0,360.0,stu8_36.mp4,train
30.0,540.0,18.0,640.0,360.0,stu3_22.mp4,train
30.0,300.0,10.0,640.0,360.0,train3951.mp4,train
29.97,1199.0,40.00667334000668,640.0,360.0,stu5_54.mp4,train
27.877,279.0,10.00825052911002,360.0,360.0,test577.mp4,train
23.976023976023978,384.0,16.016,1280.0,720.0,stu9_70.mp4,train
24.0,456.0,19.0,1280.0,720.0,stu10_70.mp4,train
23.976023976023978,648.0,27.026999999999997,640.0,360.0,stu9_14.mp4,train
29.937,749.0,25.01920700136954,202.0,360.0,stu2_33.mp4,train
30.0,1890.0,63.0,640.0,360.0,stu7_11.mp4,train
30.0,960.0,32.0,640.0,360.0,stu9_7.mp4,train
29.97002997002997,1769.0,59.02563333333333,640.0,360.0,stu2_7.mp4,train
25.0,874.0,34.96,640.0,360.0,stu6_55.mp4,train
29.97002997002997,1438.0,47.98126666666667,640.0,360.0,stu2_68.mp4,train
30.0,900.0,30.0,640.0,360.0,stu5_39.mp4,train
30.0,1350.0,45.0,640.0,360.0,stu9_68.mp4,train
25.0,1500.0,60.0,640.0,360.0,stu8_27.mp4,train
25.0,1100.0,44.0,202.0,360.0,stu9_53.mp4,train
23.976023976023978,360.0,15.014999999999999,640.0,360.0,stu1_1.mp4,train
25.0,250.0,10.0,640.0,360.0,train2676.mp4,train
30.0,1170.0,39.0,270.0,360.0,stu1_49.mp4,train
30.0,300.0,10.0,198.0,360.0,test2299.mp4,train
29.97002997002997,1798.0,59.99326666666667,640.0,360.0,stu3_27.mp4,train
30.0,300.0,10.0,204.0,360.0,test2309.mp4,train
30.0,1320.0,44.0,640.0,360.0,stu4_37.mp4,train
30.0,1200.0,40.0,202.0,360.0,stu9_39.mp4,train
25.0,575.0,23.0,640.0,360.0,stu10_28.mp4,train
30.0,1770.0,59.0,640.0,360.0,stu7_48.mp4,train
29.97002997002997,1198.0,39.97326666666667,640.0,360.0,stu6_25.mp4,train
30.0,990.0,33.0,640.0,360.0,stu6_26.mp4,train
29.97002997002997,300.0,10.01,480.0,270.0,train3365.mp4,train
24.0,240.0,10.0,480.0,270.0,test584.mp4,train
23.976023976023978,720.0,30.029999999999998,640.0,360.0,stu9_46.mp4,train
25.0,900.0,36.0,640.0,360.0,stu7_68.mp4,train
23.976023976023978,288.0,12.011999999999999,640.0,360.0,stu10_21.mp4,train
23.976023976023978,792.0,33.032999999999994,640.0,360.0,stu7_51.mp4,train
30.0,300.0,10.0,640.0,360.0,train186.mp4,train
30.0,1140.0,38.0,202.0,360.0,stu10_35.mp4,train
25.0,750.0,30.0,640.0,360.0,stu7_27.mp4,train
29.97,1798.0,59.99332665999333,640.0,360.0,stu10_11.mp4,train
30.0,1500.0,50.0,640.0,360.0,stu10_2.mp4,train
29.97002997002997,1199.0,40.00663333333333,640.0,360.0,stu3_7.mp4,train
29.97002997002997,1799.0,60.026633333333336,1280.0,720.0,stu3_26.mp4,train
29.97002997002997,299.0,9.976633333333334,640.0,360.0,stu9_6.mp4,train
30.0,330.0,11.0,578.0,720.0,stu8_67.mp4,train
30.0,300.0,10.0,640.0,360.0,val1258.mp4,train
23.976023976023978,887.0,36.99529166666667,640.0,360.0,stu2_29.mp4,train
29.97002997002997,2278.0,76.00926666666666,640.0,360.0,stu2_41.mp4,train
30.0,660.0,22.0,480.0,360.0,stu6_43.mp4,train
29.92,359.0,11.998663101604278,202.0,360.0,stu7_41.mp4,train
29.97,1649.0,55.02168835502169,640.0,360.0,stu9_4.mp4,train
30.0,750.0,25.0,640.0,360.0,stu9_23.mp4,train
