name,video_path,feature_path,type,split,count,status,frames_total,frames_used,feature_dim,backbone,message
train2508.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/train2508.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/train2508_rgb_resnet50.npy,pull_up,test,4,ok,300,128,2048,resnet50,
stu10_36.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu10_36.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu10_36_rgb_resnet50.npy,pull_up,test,29,ok,1710,128,2048,resnet50,
stu6_63.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu6_63.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu6_63_rgb_resnet50.npy,squat,test,17,ok,1109,128,2048,resnet50,
stu4_69.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu4_69.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu4_69_rgb_resnet50.npy,squat,test,2,ok,300,128,2048,resnet50,
stu5_47.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu5_47.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu5_47_rgb_resnet50.npy,push_up,test,30,ok,1799,128,2048,resnet50,
stu8_70.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu8_70.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu8_70_rgb_resnet50.npy,squat,test,4,ok,1499,128,2048,resnet50,
stu8_38.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu8_38.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu8_38_rgb_resnet50.npy,pull_up,test,16,ok,1798,128,2048,resnet50,
stu4_64.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu4_64.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu4_64_rgb_resnet50.npy,squat,test,14,ok,1110,128,2048,resnet50,
stu5_62.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu5_62.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu5_62_rgb_resnet50.npy,squat,test,32,ok,1560,128,2048,resnet50,
stu7_35.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu7_35.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu7_35_rgb_resnet50.npy,pull_up,test,22,ok,720,128,2048,resnet50,
stu6_30.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu6_30.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu6_30_rgb_resnet50.npy,pull_up,test,2,ok,1229,128,2048,resnet50,
stu9_36.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu9_36.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu9_36_rgb_resnet50.npy,pull_up,test,11,ok,750,128,2048,resnet50,
stu1_40.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu1_40.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu1_40_rgb_resnet50.npy,pull_up,test,8,ok,336,128,2048,resnet50,
stu4_63.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu4_63.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu4_63_rgb_resnet50.npy,squat,test,14,ok,1050,128,2048,resnet50,
stu4_46.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu4_46.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu4_46_rgb_resnet50.npy,push_up,test,45,ok,1800,128,2048,resnet50,
stu8_71.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu8_71.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu8_71_rgb_resnet50.npy,squat,test,4,ok,300,128,2048,resnet50,
test2315.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/test2315.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/test2315_rgb_resnet50.npy,squat,test,3,ok,300,128,2048,resnet50,
stu8_45.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu8_45.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu8_45_rgb_resnet50.npy,push_up,test,11,ok,720,128,2048,resnet50,
test2320.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/test2320.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/test2320_rgb_resnet50.npy,squat,test,4,ok,300,128,2048,resnet50,
stu4_29.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu4_29.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu4_29_rgb_resnet50.npy,pull_up,test,5,ok,1109,128,2048,resnet50,
stu9_47.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu9_47.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu9_47_rgb_resnet50.npy,push_up,test,2,ok,800,128,2048,resnet50,
stu6_68.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu6_68.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu6_68_rgb_resnet50.npy,squat,test,6,ok,840,128,2048,resnet50,
stu2_34.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu2_34.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu2_34_rgb_resnet50.npy,pull_up,test,17,ok,870,128,2048,resnet50,
stu10_43.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu10_43.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu10_43_rgb_resnet50.npy,push_up,test,17,ok,1799,128,2048,resnet50,
stu9_71.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu9_71.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu9_71_rgb_resnet50.npy,squat,test,1,ok,192,128,2048,resnet50,
stu9_45.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu9_45.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu9_45_rgb_resnet50.npy,pull_up,test,12,ok,990,128,2048,resnet50,
stu5_32.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu5_32.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu5_32_rgb_resnet50.npy,pull_up,test,30,ok,1078,128,2048,resnet50,
stu6_42.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu6_42.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu6_42_rgb_resnet50.npy,push_up,test,8,ok,1710,128,2048,resnet50,
stu6_65.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu6_65.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu6_65_rgb_resnet50.npy,squat,test,19,ok,990,128,2048,resnet50,
stu5_68.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu5_68.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu5_68_rgb_resnet50.npy,squat,test,20,ok,1378,128,2048,resnet50,
stu6_39.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu6_39.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu6_39_rgb_resnet50.npy,push_up,test,29,ok,1470,128,2048,resnet50,
train2659.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/train2659.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/train2659_rgb_resnet50.npy,push_up,test,4,ok,300,128,2048,resnet50,
stu3_39.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu3_39.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu3_39_rgb_resnet50.npy,pull_up,test,14,ok,1379,128,2048,resnet50,
train2534.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/train2534.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/train2534_rgb_resnet50.npy,pull_up,test,2,ok,300,128,2048,resnet50,
stu1_30.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu1_30.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu1_30_rgb_resnet50.npy,pull_up,test,2,ok,360,128,2048,resnet50,
stu4_68.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu4_68.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu4_68_rgb_resnet50.npy,squat,test,5,ok,1320,128,2048,resnet50,
test1454.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/test1454.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/test1454_rgb_resnet50.npy,pull_up,test,6,ok,300,128,2048,resnet50,
train3899.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/train3899.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/train3899_rgb_resnet50.npy,squat,test,2,ok,300,128,2048,resnet50,
stu2_36.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu2_36.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu2_36_rgb_resnet50.npy,pull_up,test,5,ok,240,128,2048,resnet50,
stu2_37.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu2_37.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu2_37_rgb_resnet50.npy,pull_up,test,17,ok,1799,128,2048,resnet50,
stu8_46.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu8_46.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu8_46_rgb_resnet50.npy,push_up,test,19,ok,1050,128,2048,resnet50,
stu4_47.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu4_47.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu4_47_rgb_resnet50.npy,push_up,test,37,ok,1740,128,2048,resnet50,
stu1_36.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/test/stu1_36.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu1_36_rgb_resnet50.npy,pull_up,test,9,ok,1079,128,2048,resnet50,
test1463.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/train/test1463.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/test1463_rgb_resnet50.npy,pull_up,train,7,ok,300,128,2048,resnet50,
test2340.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/train/test2340.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/test2340_rgb_resnet50.npy,squat,train,4,ok,300,128,2048,resnet50,
stu4_66.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/train/stu4_66.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu4_66_rgb_resnet50.npy,squat,train,27,ok,1125,128,2048,resnet50,
stu6_35.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/train/stu6_35.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu6_35_rgb_resnet50.npy,pull_up,train,5,ok,330,128,2048,resnet50,
stu9_63.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/train/stu9_63.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu9_63_rgb_resnet50.npy,squat,train,20,ok,1350,128,2048,resnet50,
stu2_35.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/train/stu2_35.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu2_35_rgb_resnet50.npy,pull_up,train,6,ok,810,128,2048,resnet50,
stu7_49.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/train/stu7_49.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu7_49_rgb_resnet50.npy,push_up,train,50,ok,1800,128,2048,resnet50,
stu9_51.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/train/stu9_51.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu9_51_rgb_resnet50.npy,push_up,train,62,ok,1440,128,2048,resnet50,
stu10_50.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/train/stu10_50.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu10_50_rgb_resnet50.npy,push_up,train,31,ok,775,128,2048,resnet50,
stu8_35.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/train/stu8_35.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu8_35_rgb_resnet50.npy,pull_up,train,11,ok,1500,128,2048,resnet50,
stu1_68.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/train/stu1_68.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu1_68_rgb_resnet50.npy,squat,train,20,ok,936,128,2048,resnet50,
stu1_33.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/train/stu1_33.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu1_33_rgb_resnet50.npy,pull_up,train,28,ok,2308,128,2048,resnet50,
stu3_42.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/train/stu3_42.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu3_42_rgb_resnet50.npy,push_up,train,10,ok,815,128,2048,resnet50,
stu6_62.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/train/stu6_62.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu6_62_rgb_resnet50.npy,squat,train,20,ok,749,128,2048,resnet50,
stu8_64.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/train/stu8_64.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu8_64_rgb_resnet50.npy,squat,train,3,ok,250,128,2048,resnet50,
stu4_39.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/train/stu4_39.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu4_39_rgb_resnet50.npy,pull_up,train,1,ok,360,128,2048,resnet50,
stu2_40.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/train/stu2_40.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu2_40_rgb_resnet50.npy,pull_up,train,12,ok,960,128,2048,resnet50,
stu7_67.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/train/stu7_67.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu7_67_rgb_resnet50.npy,squat,train,29,ok,1607,128,2048,resnet50,
stu6_29.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/train/stu6_29.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu6_29_rgb_resnet50.npy,pull_up,train,5,ok,275,128,2048,resnet50,
stu10_46.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/train/stu10_46.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu10_46_rgb_resnet50.npy,push_up,train,11,ok,719,128,2048,resnet50,
stu6_33.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/train/stu6_33.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu6_33_rgb_resnet50.npy,pull_up,train,6,ok,585,128,2048,resnet50,
stu4_33.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/train/stu4_33.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu4_33_rgb_resnet50.npy,pull_up,train,6,ok,480,128,2048,resnet50,
stu3_65.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/train/stu3_65.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu3_65_rgb_resnet50.npy,squat,train,6,ok,1109,128,2048,resnet50,
stu1_41.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/train/stu1_41.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu1_41_rgb_resnet50.npy,pull_up,train,12,ok,1800,128,2048,resnet50,
train2719.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/train/train2719.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/train2719_rgb_resnet50.npy,push_up,train,3,ok,300,128,2048,resnet50,
stu2_51.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/train/stu2_51.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu2_51_rgb_resnet50.npy,push_up,train,19,ok,1229,128,2048,resnet50,
stu10_64.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/train/stu10_64.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu10_64_rgb_resnet50.npy,squat,train,2,ok,390,128,2048,resnet50,
train2712.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/train/train2712.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/train2712_rgb_resnet50.npy,push_up,train,6,ok,300,128,2048,resnet50,
stu3_61.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/train/stu3_61.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu3_61_rgb_resnet50.npy,squat,train,19,ok,1349,128,2048,resnet50,
stu8_63.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/train/stu8_63.mp4,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/rgb_resnet50_features/stu8_63_rgb_resnet50.npy,squat,train,26,ok,1800,128,2048,resnet50,
