min_conf,min_valid_ratio,enter_down,enter_bottom,exit_bottom,back_to_up,min_bottom_frames,train_mae,train_rmse,train_within_1
0.7,0.35,20.0,45.0,30.0,15.0,3,3.1176470588235294,5.5835894000396635,0.5784313725490197
0.7,0.35,25.0,45.0,30.0,15.0,3,3.1176470588235294,5.5835894000396635,0.5784313725490197
0.7,0.5,20.0,45.0,30.0,15.0,3,3.1176470588235294,5.5835894000396635,0.5784313725490197
0.7,0.5,25.0,45.0,30.0,15.0,3,3.1176470588235294,5.5835894000396635,0.5784313725490197
0.7,0.65,20.0,45.0,30.0,15.0,3,3.1176470588235294,5.5835894000396635,0.5784313725490197
0.7,0.65,25.0,45.0,30.0,15.0,3,3.1176470588235294,5.5835894000396635,0.5784313725490197
0.7,0.35,20.0,45.0,40.0,15.0,2,3.1372549019607843,5.625571866355403,0.5784313725490197
0.7,0.35,25.0,45.0,40.0,15.0,2,3.1372549019607843,5.625571866355403,0.5784313725490197
0.7,0.5,20.0,45.0,40.0,15.0,2,3.1372549019607843,5.625571866355403,0.5784313725490197
0.7,0.5,25.0,45.0,40.0,15.0,2,3.1372549019607843,5.625571866355403,0.5784313725490197
0.7,0.65,20.0,45.0,40.0,15.0,2,3.1372549019607843,5.625571866355403,0.5784313725490197
0.7,0.65,25.0,45.0,40.0,15.0,2,3.1372549019607843,5.625571866355403,0.5784313725490197
0.9,0.35,25.0,45.0,30.0,20.0,3,3.1372549019607843,5.921049191605468,0.6176470588235294
0.9,0.35,25.0,45.0,40.0,20.0,2,3.1372549019607843,5.921049191605468,0.6176470588235294
0.9,0.5,25.0,45.0,30.0,20.0,3,3.1372549019607843,5.921049191605468,0.6176470588235294
0.9,0.5,25.0,45.0,40.0,20.0,2,3.1372549019607843,5.921049191605468,0.6176470588235294
0.9,0.65,25.0,45.0,30.0,20.0,3,3.1372549019607843,5.921049191605468,0.6176470588235294
0.9,0.65,25.0,45.0,40.0,20.0,2,3.1372549019607843,5.921049191605468,0.6176470588235294
0.7,0.35,25.0,45.0,40.0,20.0,4,3.156862745098039,5.909447404576081,0.6274509803921569
0.7,0.5,25.0,45.0,40.0,20.0,4,3.156862745098039,5.909447404576081,0.6274509803921569
0.7,0.65,25.0,45.0,40.0,20.0,4,3.156862745098039,5.909447404576081,0.6274509803921569
0.8,0.35,20.0,45.0,30.0,15.0,2,3.1666666666666665,5.690549441062477,0.5784313725490197
0.8,0.5,20.0,45.0,30.0,15.0,2,3.1666666666666665,5.690549441062477,0.5784313725490197
0.8,0.65,20.0,45.0,30.0,15.0,2,3.1666666666666665,5.690549441062477,0.5784313725490197
0.7,0.35,20.0,45.0,30.0,15.0,4,3.1862745098039214,5.745415905012328,0.5686274509803921
0.7,0.35,25.0,45.0,30.0,15.0,4,3.1862745098039214,5.745415905012328,0.5686274509803921
0.7,0.5,20.0,45.0,30.0,15.0,4,3.1862745098039214,5.745415905012328,0.5686274509803921
0.7,0.5,25.0,45.0,30.0,15.0,4,3.1862745098039214,5.745415905012328,0.5686274509803921
0.7,0.65,20.0,45.0,30.0,15.0,4,3.1862745098039214,5.745415905012328,0.5686274509803921
0.7,0.65,25.0,45.0,30.0,15.0,4,3.1862745098039214,5.745415905012328,0.5686274509803921
0.8,0.35,25.0,45.0,30.0,15.0,2,3.1862745098039214,5.748827672477506,0.5784313725490197
0.8,0.5,25.0,45.0,30.0,15.0,2,3.1862745098039214,5.748827672477506,0.5784313725490197
0.8,0.65,25.0,45.0,30.0,15.0,2,3.1862745098039214,5.748827672477506,0.5784313725490197
0.9,0.35,25.0,45.0,30.0,20.0,4,3.215686274509804,6.013057686826066,0.6078431372549019
0.9,0.5,25.0,45.0,30.0,20.0,4,3.215686274509804,6.013057686826066,0.6078431372549019
0.9,0.65,25.0,45.0,30.0,20.0,4,3.215686274509804,6.013057686826066,0.6078431372549019
0.7,0.35,20.0,45.0,40.0,15.0,3,3.2254901960784315,5.830111154895023,0.5784313725490197
0.7,0.35,25.0,45.0,40.0,15.0,3,3.2254901960784315,5.830111154895023,0.5784313725490197
0.7,0.5,20.0,45.0,40.0,15.0,3,3.2254901960784315,5.830111154895023,0.5784313725490197
0.7,0.5,25.0,45.0,40.0,15.0,3,3.2254901960784315,5.830111154895023,0.5784313725490197
0.7,0.65,20.0,45.0,40.0,15.0,3,3.2254901960784315,5.830111154895023,0.5784313725490197
0.7,0.65,25.0,45.0,40.0,15.0,3,3.2254901960784315,5.830111154895023,0.5784313725490197
0.9,0.35,25.0,45.0,40.0,20.0,3,3.235294117647059,6.060155954765391,0.6176470588235294
0.9,0.5,25.0,45.0,40.0,20.0,3,3.235294117647059,6.060155954765391,0.6176470588235294
0.9,0.65,25.0,45.0,40.0,20.0,3,3.235294117647059,6.060155954765391,0.6176470588235294
0.8,0.35,20.0,45.0,30.0,15.0,3,3.2450980392156863,5.86866053461846,0.5784313725490197
0.8,0.5,20.0,45.0,30.0,15.0,3,3.2450980392156863,5.86866053461846,0.5784313725490197
0.8,0.65,20.0,45.0,30.0,15.0,3,3.2450980392156863,5.86866053461846,0.5784313725490197
0.8,0.35,25.0,45.0,30.0,15.0,3,3.2549019607843137,5.90114644893386,0.5784313725490197
0.8,0.5,25.0,45.0,30.0,15.0,3,3.2549019607843137,5.90114644893386,0.5784313725490197
0.8,0.65,25.0,45.0,30.0,15.0,3,3.2549019607843137,5.90114644893386,0.5784313725490197
0.8,0.35,20.0,45.0,40.0,15.0,2,3.264705882352941,5.901977069875258,0.5784313725490197
0.8,0.5,20.0,45.0,40.0,15.0,2,3.264705882352941,5.901977069875258,0.5784313725490197
0.8,0.65,20.0,45.0,40.0,15.0,2,3.264705882352941,5.901977069875258,0.5784313725490197
0.8,0.35,25.0,45.0,40.0,15.0,2,3.284313725490196,5.971336763665071,0.5784313725490197
0.8,0.5,25.0,45.0,40.0,15.0,2,3.284313725490196,5.971336763665071,0.5784313725490197
0.8,0.65,25.0,45.0,40.0,15.0,2,3.284313725490196,5.971336763665071,0.5784313725490197
0.8,0.35,25.0,45.0,40.0,20.0,4,3.284313725490196,6.141309817499017,0.6274509803921569
0.8,0.5,25.0,45.0,40.0,20.0,4,3.284313725490196,6.141309817499017,0.6274509803921569
0.8,0.65,25.0,45.0,40.0,20.0,4,3.284313725490196,6.141309817499017,0.6274509803921569
0.8,0.35,20.0,45.0,30.0,15.0,4,3.3137254901960786,6.034216163337402,0.5686274509803921
0.8,0.35,25.0,45.0,30.0,15.0,4,3.3137254901960786,6.034216163337402,0.5686274509803921
0.8,0.5,20.0,45.0,30.0,15.0,4,3.3137254901960786,6.034216163337402,0.5686274509803921
0.8,0.5,25.0,45.0,30.0,15.0,4,3.3137254901960786,6.034216163337402,0.5686274509803921
0.8,0.65,20.0,45.0,30.0,15.0,4,3.3137254901960786,6.034216163337402,0.5686274509803921
0.8,0.65,25.0,45.0,30.0,15.0,4,3.3137254901960786,6.034216163337402,0.5686274509803921
0.8,0.35,20.0,45.0,40.0,15.0,3,3.3627450980392157,6.163618748627415,0.5784313725490197
0.8,0.35,25.0,45.0,40.0,15.0,3,3.3627450980392157,6.163618748627415,0.5784313725490197
0.8,0.5,20.0,45.0,40.0,15.0,3,3.3627450980392157,6.163618748627415,0.5784313725490197
0.8,0.5,25.0,45.0,40.0,15.0,3,3.3627450980392157,6.163618748627415,0.5784313725490197
0.8,0.65,20.0,45.0,40.0,15.0,3,3.3627450980392157,6.163618748627415,0.5784313725490197
0.8,0.65,25.0,45.0,40.0,15.0,3,3.3627450980392157,6.163618748627415,0.5784313725490197
0.9,0.35,20.0,45.0,30.0,15.0,2,3.372549019607843,6.085985186169492,0.5588235294117647
0.9,0.5,20.0,45.0,30.0,15.0,2,3.372549019607843,6.085985186169492,0.5588235294117647
0.9,0.65,20.0,45.0,30.0,15.0,2,3.372549019607843,6.085985186169492,0.5588235294117647
0.9,0.35,25.0,45.0,30.0,15.0,2,3.392156862745098,6.094034369935962,0.5588235294117647
0.9,0.5,25.0,45.0,30.0,15.0,2,3.392156862745098,6.094034369935962,0.5588235294117647
0.9,0.65,25.0,45.0,30.0,15.0,2,3.392156862745098,6.094034369935962,0.5588235294117647
0.9,0.35,20.0,45.0,40.0,15.0,2,3.4215686274509802,6.201675927821889,0.5686274509803921
0.9,0.5,20.0,45.0,40.0,15.0,2,3.4215686274509802,6.201675927821889,0.5686274509803921
0.9,0.65,20.0,45.0,40.0,15.0,2,3.4215686274509802,6.201675927821889,0.5686274509803921
0.7,0.35,20.0,45.0,40.0,15.0,4,3.4411764705882355,6.162027932044297,0.5686274509803921
0.7,0.35,25.0,45.0,40.0,15.0,4,3.4411764705882355,6.162027932044297,0.5686274509803921
0.7,0.5,20.0,45.0,40.0,15.0,4,3.4411764705882355,6.162027932044297,0.5686274509803921
0.7,0.5,25.0,45.0,40.0,15.0,4,3.4411764705882355,6.162027932044297,0.5686274509803921
0.7,0.65,20.0,45.0,40.0,15.0,4,3.4411764705882355,6.162027932044297,0.5686274509803921
0.7,0.65,25.0,45.0,40.0,15.0,4,3.4411764705882355,6.162027932044297,0.5686274509803921
0.9,0.35,20.0,45.0,30.0,15.0,3,3.4411764705882355,6.211153787546161,0.5588235294117647
0.9,0.5,20.0,45.0,30.0,15.0,3,3.4411764705882355,6.211153787546161,0.5588235294117647
0.9,0.65,20.0,45.0,30.0,15.0,3,3.4411764705882355,6.211153787546161,0.5588235294117647
0.9,0.35,25.0,45.0,40.0,15.0,2,3.4411764705882355,6.233212749174425,0.5686274509803921
0.9,0.5,25.0,45.0,40.0,15.0,2,3.4411764705882355,6.233212749174425,0.5686274509803921
0.9,0.65,25.0,45.0,40.0,15.0,2,3.4411764705882355,6.233212749174425,0.5686274509803921
0.9,0.35,25.0,45.0,30.0,15.0,3,3.450980392156863,6.23557158095202,0.5588235294117647
0.9,0.5,25.0,45.0,30.0,15.0,3,3.450980392156863,6.23557158095202,0.5588235294117647
0.9,0.65,25.0,45.0,30.0,15.0,3,3.450980392156863,6.23557158095202,0.5588235294117647
0.9,0.35,20.0,45.0,30.0,15.0,4,3.5098039215686274,6.3338493081872045,0.5588235294117647
0.9,0.5,20.0,45.0,30.0,15.0,4,3.5098039215686274,6.3338493081872045,0.5588235294117647
0.9,0.65,20.0,45.0,30.0,15.0,4,3.5098039215686274,6.3338493081872045,0.5588235294117647
0.9,0.35,20.0,45.0,40.0,15.0,3,3.5098039215686274,6.355482425649928,0.5686274509803921
0.9,0.5,20.0,45.0,40.0,15.0,3,3.5098039215686274,6.355482425649928,0.5686274509803921
0.9,0.65,20.0,45.0,40.0,15.0,3,3.5098039215686274,6.355482425649928,0.5686274509803921
0.9,0.35,25.0,45.0,40.0,20.0,4,3.519607843137255,6.385492134825754,0.6078431372549019
0.9,0.5,25.0,45.0,40.0,20.0,4,3.519607843137255,6.385492134825754,0.6078431372549019
0.9,0.65,25.0,45.0,40.0,20.0,4,3.519607843137255,6.385492134825754,0.6078431372549019
0.9,0.35,25.0,45.0,30.0,15.0,4,3.5294117647058822,6.392397445250038,0.5588235294117647
0.9,0.5,25.0,45.0,30.0,15.0,4,3.5294117647058822,6.392397445250038,0.5588235294117647
0.9,0.65,25.0,45.0,30.0,15.0,4,3.5294117647058822,6.392397445250038,0.5588235294117647
0.8,0.35,20.0,45.0,40.0,15.0,4,3.5392156862745097,6.3839566070568114,0.5686274509803921
0.8,0.5,20.0,45.0,40.0,15.0,4,3.5392156862745097,6.3839566070568114,0.5686274509803921
0.8,0.65,20.0,45.0,40.0,15.0,4,3.5392156862745097,6.3839566070568114,0.5686274509803921
0.9,0.35,25.0,45.0,40.0,15.0,3,3.5392156862745097,6.416125518306719,0.5686274509803921
0.9,0.5,25.0,45.0,40.0,15.0,3,3.5392156862745097,6.416125518306719,0.5686274509803921
0.9,0.65,25.0,45.0,40.0,15.0,3,3.5392156862745097,6.416125518306719,0.5686274509803921
0.8,0.35,25.0,45.0,40.0,15.0,4,3.5686274509803924,6.4412883865288455,0.5686274509803921
0.8,0.5,25.0,45.0,40.0,15.0,4,3.5686274509803924,6.4412883865288455,0.5686274509803921
0.8,0.65,25.0,45.0,40.0,15.0,4,3.5686274509803924,6.4412883865288455,0.5686274509803921
0.7,0.35,25.0,55.0,40.0,20.0,2,3.6666666666666665,6.7402798568768345,0.6176470588235294
0.7,0.5,25.0,55.0,40.0,20.0,2,3.6666666666666665,6.7402798568768345,0.6176470588235294
0.7,0.65,25.0,55.0,40.0,20.0,2,3.6666666666666665,6.7402798568768345,0.6176470588235294
0.7,0.35,25.0,55.0,30.0,20.0,2,3.676470588235294,6.741007081333488,0.6176470588235294
0.7,0.5,25.0,55.0,30.0,20.0,2,3.676470588235294,6.741007081333488,0.6176470588235294
0.7,0.65,25.0,55.0,30.0,20.0,2,3.676470588235294,6.741007081333488,0.6176470588235294
0.7,0.35,25.0,55.0,30.0,20.0,3,3.676470588235294,6.748275015607656,0.6176470588235294
0.7,0.5,25.0,55.0,30.0,20.0,3,3.676470588235294,6.748275015607656,0.6176470588235294
0.7,0.65,25.0,55.0,30.0,20.0,3,3.676470588235294,6.748275015607656,0.6176470588235294
0.7,0.35,25.0,55.0,30.0,20.0,4,3.715686274509804,6.821965676128436,0.6078431372549019
0.7,0.5,25.0,55.0,30.0,20.0,4,3.715686274509804,6.821965676128436,0.6078431372549019
0.7,0.65,25.0,55.0,30.0,20.0,4,3.715686274509804,6.821965676128436,0.6078431372549019
0.7,0.35,25.0,55.0,40.0,20.0,3,3.7254901960784315,6.84706893065759,0.6176470588235294
0.7,0.5,25.0,55.0,40.0,20.0,3,3.7254901960784315,6.84706893065759,0.6176470588235294
0.7,0.65,25.0,55.0,40.0,20.0,3,3.7254901960784315,6.84706893065759,0.6176470588235294
0.7,0.35,25.0,55.0,50.0,20.0,2,3.735294117647059,6.856369587585593,0.6176470588235294
0.7,0.5,25.0,55.0,50.0,20.0,2,3.735294117647059,6.856369587585593,0.6176470588235294
0.7,0.65,25.0,55.0,50.0,20.0,2,3.735294117647059,6.856369587585593,0.6176470588235294
0.8,0.35,25.0,55.0,30.0,20.0,2,3.784313725490196,6.9606738461270306,0.6176470588235294
0.8,0.5,25.0,55.0,30.0,20.0,2,3.784313725490196,6.9606738461270306,0.6176470588235294
0.8,0.65,25.0,55.0,30.0,20.0,2,3.784313725490196,6.9606738461270306,0.6176470588235294
0.9,0.35,20.0,45.0,40.0,15.0,4,3.7941176470588234,6.748275015607656,0.5588235294117647
0.9,0.5,20.0,45.0,40.0,15.0,4,3.7941176470588234,6.748275015607656,0.5588235294117647
0.9,0.65,20.0,45.0,40.0,15.0,4,3.7941176470588234,6.748275015607656,0.5588235294117647
0.7,0.35,25.0,55.0,40.0,20.0,4,3.803921568627451,6.971932525294181,0.6078431372549019
0.7,0.5,25.0,55.0,40.0,20.0,4,3.803921568627451,6.971932525294181,0.6078431372549019
0.7,0.65,25.0,55.0,40.0,20.0,4,3.803921568627451,6.971932525294181,0.6078431372549019
0.8,0.35,25.0,55.0,30.0,20.0,3,3.803921568627451,7.015389246115272,0.6176470588235294
0.8,0.5,25.0,55.0,30.0,20.0,3,3.803921568627451,7.015389246115272,0.6176470588235294
0.8,0.65,25.0,55.0,30.0,20.0,3,3.803921568627451,7.015389246115272,0.6176470588235294
0.8,0.35,25.0,55.0,40.0,20.0,2,3.8137254901960786,7.0160879552695485,0.6176470588235294
0.8,0.5,25.0,55.0,40.0,20.0,2,3.8137254901960786,7.0160879552695485,0.6176470588235294
0.8,0.65,25.0,55.0,40.0,20.0,2,3.8137254901960786,7.0160879552695485,0.6176470588235294
0.9,0.35,25.0,45.0,40.0,15.0,4,3.823529411764706,6.81117881594259,0.5588235294117647
0.9,0.5,25.0,45.0,40.0,15.0,4,3.823529411764706,6.81117881594259,0.5588235294117647
0.9,0.65,25.0,45.0,40.0,15.0,4,3.823529411764706,6.81117881594259,0.5588235294117647
0.8,0.35,25.0,55.0,30.0,20.0,4,3.8333333333333335,7.039802804724843,0.6078431372549019
0.8,0.5,25.0,55.0,30.0,20.0,4,3.8333333333333335,7.039802804724843,0.6078431372549019
0.8,0.65,25.0,55.0,30.0,20.0,4,3.8333333333333335,7.039802804724843,0.6078431372549019
0.8,0.35,25.0,55.0,50.0,20.0,2,3.8333333333333335,7.049544554889525,0.6176470588235294
0.8,0.5,25.0,55.0,50.0,20.0,2,3.8333333333333335,7.049544554889525,0.6176470588235294
0.8,0.65,25.0,55.0,50.0,20.0,2,3.8333333333333335,7.049544554889525,0.6176470588235294
0.8,0.35,25.0,55.0,40.0,20.0,3,3.8333333333333335,7.082843120291926,0.6176470588235294
0.8,0.5,25.0,55.0,40.0,20.0,3,3.8333333333333335,7.082843120291926,0.6176470588235294
0.8,0.65,25.0,55.0,40.0,20.0,3,3.8333333333333335,7.082843120291926,0.6176470588235294
0.7,0.35,25.0,55.0,50.0,20.0,3,3.8627450980392157,6.981768976356614,0.5980392156862745
0.7,0.5,25.0,55.0,50.0,20.0,3,3.8627450980392157,6.981768976356614,0.5980392156862745
0.7,0.65,25.0,55.0,50.0,20.0,3,3.8627450980392157,6.981768976356614,0.5980392156862745
0.8,0.35,25.0,55.0,40.0,20.0,4,3.9215686274509802,7.138682253310165,0.6078431372549019
0.8,0.5,25.0,55.0,40.0,20.0,4,3.9215686274509802,7.138682253310165,0.6078431372549019
0.8,0.65,25.0,55.0,40.0,20.0,4,3.9215686274509802,7.138682253310165,0.6078431372549019
0.8,0.35,25.0,55.0,50.0,20.0,3,3.9313725490196076,7.146231695864639,0.5980392156862745
0.8,0.5,25.0,55.0,50.0,20.0,3,3.9313725490196076,7.146231695864639,0.5980392156862745
0.8,0.65,25.0,55.0,50.0,20.0,3,3.9313725490196076,7.146231695864639,0.5980392156862745
0.9,0.35,25.0,55.0,30.0,20.0,2,3.9313725490196076,7.159937561344578,0.5980392156862745
0.9,0.5,25.0,55.0,30.0,20.0,2,3.9313725490196076,7.159937561344578,0.5980392156862745
0.9,0.65,25.0,55.0,30.0,20.0,2,3.9313725490196076,7.159937561344578,0.5980392156862745
0.7,0.35,20.0,55.0,40.0,15.0,2,3.950980392156863,6.9670090918754015,0.5588235294117647
0.7,0.35,25.0,55.0,40.0,15.0,2,3.950980392156863,6.9670090918754015,0.5588235294117647
0.7,0.5,20.0,55.0,40.0,15.0,2,3.950980392156863,6.9670090918754015,0.5588235294117647
0.7,0.5,25.0,55.0,40.0,15.0,2,3.950980392156863,6.9670090918754015,0.5588235294117647
0.7,0.65,20.0,55.0,40.0,15.0,2,3.950980392156863,6.9670090918754015,0.5588235294117647
0.7,0.65,25.0,55.0,40.0,15.0,2,3.950980392156863,6.9670090918754015,0.5588235294117647
0.7,0.35,20.0,55.0,30.0,15.0,2,3.9607843137254903,6.967712652502479,0.5588235294117647
0.7,0.35,25.0,55.0,30.0,15.0,2,3.9607843137254903,6.967712652502479,0.5588235294117647
0.7,0.5,20.0,55.0,30.0,15.0,2,3.9607843137254903,6.967712652502479,0.5588235294117647
0.7,0.5,25.0,55.0,30.0,15.0,2,3.9607843137254903,6.967712652502479,0.5588235294117647
0.7,0.65,20.0,55.0,30.0,15.0,2,3.9607843137254903,6.967712652502479,0.5588235294117647
0.7,0.65,25.0,55.0,30.0,15.0,2,3.9607843137254903,6.967712652502479,0.5588235294117647
0.7,0.35,20.0,55.0,30.0,15.0,3,3.9607843137254903,6.97474435542475,0.5588235294117647
0.7,0.35,25.0,55.0,30.0,15.0,3,3.9607843137254903,6.97474435542475,0.5588235294117647
0.7,0.5,20.0,55.0,30.0,15.0,3,3.9607843137254903,6.97474435542475,0.5588235294117647
0.7,0.5,25.0,55.0,30.0,15.0,3,3.9607843137254903,6.97474435542475,0.5588235294117647
0.7,0.65,20.0,55.0,30.0,15.0,3,3.9607843137254903,6.97474435542475,0.5588235294117647
0.7,0.65,25.0,55.0,30.0,15.0,3,3.9607843137254903,6.97474435542475,0.5588235294117647
0.9,0.35,25.0,55.0,30.0,20.0,3,3.9607843137254903,7.171566952139512,0.5980392156862745
0.9,0.35,25.0,55.0,40.0,20.0,2,3.9607843137254903,7.171566952139512,0.5980392156862745
0.9,0.5,25.0,55.0,30.0,20.0,3,3.9607843137254903,7.171566952139512,0.5980392156862745
0.9,0.5,25.0,55.0,40.0,20.0,2,3.9607843137254903,7.171566952139512,0.5980392156862745
0.9,0.65,25.0,55.0,30.0,20.0,3,3.9607843137254903,7.171566952139512,0.5980392156862745
0.9,0.65,25.0,55.0,40.0,20.0,2,3.9607843137254903,7.171566952139512,0.5980392156862745
0.9,0.35,25.0,55.0,50.0,20.0,2,3.980392156862745,7.179764592787366,0.5980392156862745
0.9,0.5,25.0,55.0,50.0,20.0,2,3.980392156862745,7.179764592787366,0.5980392156862745
0.9,0.65,25.0,55.0,50.0,20.0,2,3.980392156862745,7.179764592787366,0.5980392156862745
0.7,0.35,20.0,55.0,30.0,15.0,4,4.0,7.046066904559551,0.5490196078431373
0.7,0.35,25.0,55.0,30.0,15.0,4,4.0,7.046066904559551,0.5490196078431373
0.7,0.5,20.0,55.0,30.0,15.0,4,4.0,7.046066904559551,0.5490196078431373
0.7,0.5,25.0,55.0,30.0,15.0,4,4.0,7.046066904559551,0.5490196078431373
0.7,0.65,20.0,55.0,30.0,15.0,4,4.0,7.046066904559551,0.5490196078431373
0.7,0.65,25.0,55.0,30.0,15.0,4,4.0,7.046066904559551,0.5490196078431373
0.7,0.35,20.0,55.0,40.0,15.0,3,4.009803921568627,7.070374535937355,0.5588235294117647
0.7,0.35,25.0,55.0,40.0,15.0,3,4.009803921568627,7.070374535937355,0.5588235294117647
0.7,0.5,20.0,55.0,40.0,15.0,3,4.009803921568627,7.070374535937355,0.5588235294117647
0.7,0.5,25.0,55.0,40.0,15.0,3,4.009803921568627,7.070374535937355,0.5588235294117647
0.7,0.65,20.0,55.0,40.0,15.0,3,4.009803921568627,7.070374535937355,0.5588235294117647
0.7,0.65,25.0,55.0,40.0,15.0,3,4.009803921568627,7.070374535937355,0.5588235294117647
0.7,0.35,20.0,55.0,50.0,15.0,2,4.019607843137255,7.079381827449592,0.5588235294117647
0.7,0.35,25.0,55.0,50.0,15.0,2,4.019607843137255,7.079381827449592,0.5588235294117647
0.7,0.5,20.0,55.0,50.0,15.0,2,4.019607843137255,7.079381827449592,0.5588235294117647
0.7,0.5,25.0,55.0,50.0,15.0,2,4.019607843137255,7.079381827449592,0.5588235294117647
0.7,0.65,20.0,55.0,50.0,15.0,2,4.019607843137255,7.079381827449592,0.5588235294117647
0.7,0.65,25.0,55.0,50.0,15.0,2,4.019607843137255,7.079381827449592,0.5588235294117647
0.9,0.35,25.0,55.0,30.0,20.0,4,4.029411764705882,7.215859439524886,0.5882352941176471
0.9,0.5,25.0,55.0,30.0,20.0,4,4.029411764705882,7.215859439524886,0.5882352941176471
0.9,0.65,25.0,55.0,30.0,20.0,4,4.029411764705882,7.215859439524886,0.5882352941176471
0.9,0.35,25.0,55.0,40.0,20.0,3,4.03921568627451,7.2151800760210945,0.5882352941176471
0.9,0.5,25.0,55.0,40.0,20.0,3,4.03921568627451,7.2151800760210945,0.5882352941176471
0.9,0.65,25.0,55.0,40.0,20.0,3,4.03921568627451,7.2151800760210945,0.5882352941176471
0.8,0.35,20.0,55.0,30.0,15.0,2,4.068627450980392,7.1681485016129844,0.5588235294117647
0.8,0.5,20.0,55.0,30.0,15.0,2,4.068627450980392,7.1681485016129844,0.5588235294117647
0.8,0.65,20.0,55.0,30.0,15.0,2,4.068627450980392,7.1681485016129844,0.5588235294117647
0.8,0.35,25.0,55.0,30.0,15.0,2,4.078431372549019,7.197494117304123,0.5588235294117647
