name,split,feature_path,true_count,pred_count,abs_error,events_found,frames_total,frames_valid,mean_conf
stu10_70.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu10_70_squat_features.npy,5.0,5.0,0.0,5,456,456,0.996170163154602
stu2_68.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu2_68_squat_features.npy,25.0,3.0,22.0,3,1438,1222,0.6713058352470398
stu9_68.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu9_68_squat_features.npy,20.0,13.0,7.0,13,1350,1350,0.9944858551025391
test2299.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/test2299_squat_features.npy,2.0,2.0,0.0,2,300,300,0.8569400906562805
test2309.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/test2309_squat_features.npy,2.0,3.0,1.0,3,300,300,0.9839319586753845
stu7_68.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu7_68_squat_features.npy,20.0,11.0,9.0,11,900,900,0.989687442779541
stu8_67.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu8_67_squat_features.npy,3.0,3.0,0.0,3,330,330,0.972716748714447
val1258.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/val1258_squat_features.npy,3.0,3.0,0.0,3,300,300,0.9973483085632324
stu3_69.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu3_69_squat_features.npy,10.0,0.0,10.0,0,450,450,0.9929889440536499
test2318.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/test2318_squat_features.npy,4.0,0.0,4.0,0,300,300,0.9684723019599915
stu3_70.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu3_70_squat_features.npy,12.0,1.0,11.0,1,500,500,0.9987007975578308
stu3_60.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu3_60_squat_features.npy,4.0,5.0,1.0,5,210,210,0.9936529994010925
stu6_60.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu6_60_squat_features.npy,35.0,18.0,17.0,18,1740,1740,0.9944407343864441
stu5_63.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu5_63_squat_features.npy,21.0,22.0,1.0,22,960,960,0.9907282590866089
stu3_68.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu3_68_squat_features.npy,17.0,6.0,11.0,6,1499,1498,0.9501917362213135
stu2_67.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu2_67_squat_features.npy,11.0,23.0,12.0,23,1470,1465,0.9452732801437378
stu10_66.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu10_66_squat_features.npy,25.0,24.0,1.0,24,1228,1228,0.9624800682067871
stu3_63.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu3_63_squat_features.npy,7.0,4.0,3.0,4,390,386,0.8968610167503357
stu6_11.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu6_11_squat_features.npy,22.0,5.0,17.0,5,1152,904,0.6608359813690186
stu6_71.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu6_71_squat_features.npy,2.0,2.0,0.0,2,300,300,0.9709727168083191
stu10_62.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu10_62_squat_features.npy,3.0,3.0,0.0,3,270,270,0.9662052989006042
stu6_64.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu6_64_squat_features.npy,3.0,2.0,1.0,2,509,420,0.6897628307342529
stu1_67.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu1_67_squat_features.npy,20.0,1.0,19.0,1,1079,1079,0.9963368773460388
test2317.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/test2317_squat_features.npy,3.0,2.0,1.0,2,300,300,0.9698584079742432
stu7_70.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu7_70_squat_features.npy,6.0,6.0,0.0,6,950,950,0.9677945375442505
stu4_72.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu4_72_squat_features.npy,3.0,0.0,3.0,0,600,600,0.9933760762214661
stu8_61.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu8_61_squat_features.npy,5.0,5.0,0.0,5,480,480,0.9902141690254211
stu8_60.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu8_60_squat_features.npy,11.0,11.0,0.0,11,1168,1147,0.9588133096694946
stu6_69.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu6_69_squat_features.npy,15.0,3.0,12.0,3,1618,1611,0.9546301364898682
test2295.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/test2295_squat_features.npy,1.0,1.0,0.0,1,100,100,0.9920360445976257
stu5_69.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu5_69_squat_features.npy,10.0,10.0,0.0,10,839,839,0.9916935563087463
stu7_62.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu7_62_squat_features.npy,9.0,0.0,9.0,0,745,745,0.9956116676330566
stu4_65.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu4_65_squat_features.npy,24.0,23.0,1.0,23,1260,1260,0.9628124237060547
stu7_71.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu7_71_squat_features.npy,32.0,32.0,0.0,32,1348,1348,0.9844374060630798
test2323.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/test2323_squat_features.npy,2.0,1.0,1.0,1,256,227,0.8128077983856201
stu3_67.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu3_67_squat_features.npy,9.0,9.0,0.0,9,660,660,0.9757909774780273
stu1_70.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu1_70_squat_features.npy,1.0,0.0,1.0,0,120,120,0.9797354936599731
stu5_65.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu5_65_squat_features.npy,18.0,11.0,7.0,11,1409,1409,0.9933953881263733
stu8_65.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu8_65_squat_features.npy,24.0,24.0,0.0,24,1859,1859,0.9715261459350586
stu4_71.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu4_71_squat_features.npy,36.0,22.0,14.0,22,2100,2088,0.9610355496406555
stu2_71.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu2_71_squat_features.npy,14.0,12.0,2.0,12,1498,1498,0.9846928715705872
train3932.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/train3932_squat_features.npy,2.0,0.0,2.0,0,300,300,0.9889501929283142
stu9_65.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu9_65_squat_features.npy,24.0,2.0,22.0,2,1648,1648,0.9935732483863831
stu5_67.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu5_67_squat_features.npy,16.0,4.0,12.0,4,1049,1049,0.9737389087677002
test2331.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/test2331_squat_features.npy,2.0,1.0,1.0,1,250,250,0.9862714409828186
stu6_66.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu6_66_squat_features.npy,21.0,18.0,3.0,18,1620,1620,0.9930234551429749
stu10_68.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu10_68_squat_features.npy,20.0,20.0,0.0,20,1678,1678,0.9840271472930908
stu9_66.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu9_66_squat_features.npy,35.0,29.0,6.0,29,1800,1800,0.9943651556968689
train3912.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/train3912_squat_features.npy,4.0,0.0,4.0,0,250,250,0.8871999979019165
test2298.mp4,train,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/test2298_squat_features.npy,2.0,2.0,0.0,2,284,272,0.8845345973968506
stu4_70.mp4,valid,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu4_70_squat_features.npy,44.0,33.0,11.0,33,1800,1798,0.9818556904792786
train3946.mp4,valid,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/train3946_squat_features.npy,2.0,2.0,0.0,2,300,300,0.9899546504020691
stu6_57.mp4,valid,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu6_57_squat_features.npy,15.0,15.0,0.0,15,1559,1528,0.9614951014518738
stu7_66.mp4,valid,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu7_66_squat_features.npy,13.0,0.0,13.0,0,990,990,0.9925873279571533
stu6_61.mp4,valid,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu6_61_squat_features.npy,19.0,18.0,1.0,18,1680,1680,0.9959896802902222
stu8_62.mp4,valid,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu8_62_squat_features.npy,22.0,4.0,18.0,4,1799,1799,0.995858371257782
train3921.mp4,valid,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/train3921_squat_features.npy,4.0,5.0,1.0,5,300,300,0.9552837014198303
stu10_63.mp4,valid,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu10_63_squat_features.npy,16.0,14.0,2.0,14,1052,1040,0.8643404841423035
stu3_66.mp4,valid,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu3_66_squat_features.npy,9.0,9.0,0.0,9,720,720,0.9951765537261963
stu5_71.mp4,valid,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu5_71_squat_features.npy,19.0,9.0,10.0,9,1031,1030,0.9875518679618835
stu10_67.mp4,valid,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu10_67_squat_features.npy,6.0,6.0,0.0,6,539,539,0.9820708632469177
stu7_65.mp4,valid,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu7_65_squat_features.npy,9.0,7.0,2.0,7,711,597,0.7693362832069397
train3898.mp4,valid,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/train3898_squat_features.npy,2.0,0.0,2.0,0,299,77,0.23204709589481354
test2349.mp4,valid,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/test2349_squat_features.npy,6.0,0.0,6.0,0,128,128,0.9632102847099304
stu9_67.mp4,valid,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu9_67_squat_features.npy,0.0,1.0,1.0,1,275,275,0.993503987789154
stu10_69.mp4,valid,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/squat_features/stu10_69_squat_features.npy,39.0,39.0,0.0,39,1920,1917,0.982842743396759
