name,type,split,true_count,pose_pred_count,rgb_pred_count,pose_abs_error,rgb_abs_error,error_gap_rgb_minus_pose,pose_valid_ratio,pose_mean_conf,rgb_frames_used,rgb_backbone,width,height,duration_sec,fps,orientation,issue_tags,audit_bucket,severity,video_path,contact_sheet,source_audit_csv,source_run_name,review_priority,model_outcome,manual_review_status,manual_primary_issue,manual_issue_tags,manual_target_person_ok,manual_count_label_ok,manual_rep_definition_ambiguous,manual_visibility_issue_confirmed,manual_pose_failure_confirmed,manual_rgb_context_advantage_confirmed,manual_keep_for_report,manual_notes
stu8_62.mp4,squat,valid,22.0,21.605085372924805,20.108549118041992,0.3949146270751953,1.8914508819580078,1.4965362548828125,1.000000,0.808755,256.0,resnet18,640,360,60.027,29.970,landscape,pose_stronger_on_clean_geometry,pose_advantage_on_clean_geometry,medium,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/stu8_62.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_squat_seq256/hard_case_audit.csv,rgb_count_tcn_squat_seq256,11,pose_clear_win,pending,,,,,,,,,,
test2349.mp4,squat,valid,6.0,2.6333532333374023,16.265615463256836,3.3666467666625977,10.265615463256836,6.898968696594238,1.000000,0.632230,140.0,resnet18,144,176,10.000,14.000,portrait,"moderate_pose_confidence,confidence_noise_but_geometry_available,portrait_framing,low_resolution,both_models_struggle",shared_model_difficulty,review,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/test2349.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_squat_seq256/hard_case_audit.csv,rgb_count_tcn_squat_seq256,12,pose_clear_win,pending,,,,,,,,,,
stu10_63.mp4,squat,valid,16.0,15.041589736938477,6.573948383331299,0.9584102630615234,9.426051616668701,8.467641353607178,0.996198,0.637351,256.0,resnet18,202,360,40.000,30.000,portrait,"moderate_pose_confidence,confidence_noise_but_geometry_available,portrait_framing,low_resolution,pose_advantage_without_clear_rgb_need",pose_advantage_structure_friendly,review,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/stu10_63.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_squat_seq256/hard_case_audit.csv,rgb_count_tcn_squat_seq256,13,pose_clear_win,pending,,,,,,,,,,
stu7_66.mp4,squat,valid,13.0,5.461926460266113,10.99588680267334,7.538073539733887,2.00411319732666,-5.533960342407227,1.000000,0.955355,256.0,resnet18,640,360,33.000,30.000,landscape,rgb_advantage_without_clear_pose_failure,rgb_advantage_context_or_semantics,review,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/stu7_66.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_squat_seq256/hard_case_audit.csv,rgb_count_tcn_squat_seq256,14,rgb_clear_win,pending,,,,,,,,,,
stu10_69.mp4,squat,valid,39.0,39.94484329223633,37.72586441040039,0.9448432922363281,1.2741355895996094,0.32929229736328125,1.000000,0.950337,256.0,resnet18,960,720,65.388,30.000,landscape,,no_clear_data_issue_signal,ok,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/stu10_69.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_squat_seq256/hard_case_audit.csv,rgb_count_tcn_squat_seq256,15,close_call,pending,,,,,,,,,,
train3921.mp4,squat,valid,4.0,3.8444278240203857,4.111038684844971,0.15557217597961426,0.1110386848449707,-0.044533491134643555,1.000000,0.734527,256.0,resnet18,202,360,10.000,30.000,portrait,"portrait_framing,low_resolution",no_clear_data_issue_signal,ok,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/train3921.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_squat_seq256/hard_case_audit.csv,rgb_count_tcn_squat_seq256,16,close_call,pending,,,,,,,,,,
stu7_43.mp4,pull_up,valid,23.0,6.9564313888549805,14.57967758178711,16.04356861114502,8.42032241821289,-7.623246192932129,0.975024,0.710405,256.0,resnet18,640,360,35.000,30.000,landscape,"both_models_struggle,likely_semantic_or_definition_ambiguity",likely_semantic_or_definition_ambiguity,high,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/stu7_43.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_pull_up_seq192/hard_case_audit.csv,rgb_count_tcn_pull_up_seq192,1,rgb_clear_win,pending,,,,,,,,,,
train2481.mp4,pull_up,valid,1.0,15.412785530090332,10.89957332611084,14.412785530090332,9.89957332611084,-4.513212203979492,1.000000,0.771043,256.0,resnet18,640,360,10.000,30.000,landscape,"both_models_struggle,likely_semantic_or_definition_ambiguity",likely_semantic_or_definition_ambiguity,high,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/train2481.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_pull_up_seq192/hard_case_audit.csv,rgb_count_tcn_pull_up_seq192,2,rgb_clear_win,pending,,,,,,,,,,
train2542.mp4,pull_up,valid,1.0,10.525894165039062,11.92127799987793,9.525894165039062,10.92127799987793,1.3953838348388672,1.000000,0.854067,256.0,resnet18,202,360,10.000,28.000,portrait,"portrait_framing,low_resolution,both_models_struggle,likely_semantic_or_definition_ambiguity",likely_semantic_or_definition_ambiguity,high,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/train2542.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_pull_up_seq192/hard_case_audit.csv,rgb_count_tcn_pull_up_seq192,3,pose_clear_win,pending,,,,,,,,,,
stu5_36.mp4,pull_up,valid,6.0,12.959357261657715,9.770408630371094,6.959357261657715,3.7704086303710938,-3.188948631286621,1.000000,0.807521,256.0,resnet18,640,360,19.000,25.000,landscape,"both_models_struggle,likely_semantic_or_definition_ambiguity",likely_semantic_or_definition_ambiguity,high,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/stu5_36.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_pull_up_seq192/hard_case_audit.csv,rgb_count_tcn_pull_up_seq192,4,rgb_clear_win,pending,,,,,,,,,,
stu1_37.mp4,pull_up,valid,18.0,16.915369033813477,14.059361457824707,1.0846309661865234,3.940638542175293,2.8560075759887695,1.000000,0.879727,256.0,resnet18,202,360,60.027,29.970,portrait,"portrait_framing,low_resolution,pose_stronger_on_clean_geometry",pose_advantage_on_clean_geometry,medium,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/stu1_37.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_pull_up_seq192/hard_case_audit.csv,rgb_count_tcn_pull_up_seq192,5,pose_clear_win,pending,,,,,,,,,,
stu10_39.mp4,pull_up,valid,10.0,10.206893920898438,11.43445873260498,0.2068939208984375,1.4344587326049805,1.227564811706543,0.987152,0.749083,256.0,resnet18,640,360,39.000,24.000,landscape,pose_stronger_on_clean_geometry,pose_advantage_on_clean_geometry,medium,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/stu10_39.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_pull_up_seq192/hard_case_audit.csv,rgb_count_tcn_pull_up_seq192,6,pose_clear_win,pending,,,,,,,,,,
stu1_38.mp4,pull_up,valid,19.0,14.691182136535645,7.096644878387451,4.3088178634643555,11.903355121612549,7.594537258148193,0.977754,0.689217,256.0,resnet18,640,360,45.000,30.000,landscape,"moderate_pose_confidence,confidence_noise_but_geometry_available,both_models_struggle",shared_model_difficulty,review,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/stu1_38.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_pull_up_seq192/hard_case_audit.csv,rgb_count_tcn_pull_up_seq192,7,pose_clear_win,pending,,,,,,,,,,
stu1_39.mp4,pull_up,valid,6.0,6.505763053894043,13.96572208404541,0.505763053894043,7.96572208404541,7.459959030151367,0.751216,0.488297,256.0,resnet18,640,360,60.019,23.976,landscape,"moderate_pose_coverage_loss,low_pose_confidence,pose_advantage_without_clear_rgb_need",pose_advantage_structure_friendly,review,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/stu1_39.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_pull_up_seq192/hard_case_audit.csv,rgb_count_tcn_pull_up_seq192,8,pose_clear_win,pending,,,,,,,,,,
stu5_40.mp4,pull_up,valid,17.0,9.301687240600586,13.830377578735352,7.698312759399414,3.1696224212646484,-4.528690338134766,1.000000,0.694405,256.0,resnet18,204,360,38.004,28.392,portrait,"moderate_pose_confidence,confidence_noise_but_geometry_available,portrait_framing,low_resolution,rgb_advantage_without_clear_pose_failure",rgb_advantage_context_or_semantics,review,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/stu5_40.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_pull_up_seq192/hard_case_audit.csv,rgb_count_tcn_pull_up_seq192,9,rgb_clear_win,pending,,,,,,,,,,
stu1_34.mp4,pull_up,valid,13.0,13.324593544006348,8.774158477783203,0.32459354400634766,4.225841522216797,3.901247978210449,0.893094,0.592750,256.0,resnet18,640,360,50.000,25.000,landscape,"moderate_pose_coverage_loss,moderate_pose_confidence,pose_advantage_without_clear_rgb_need",pose_advantage_structure_friendly,review,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/stu1_34.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_pull_up_seq192/hard_case_audit.csv,rgb_count_tcn_pull_up_seq192,10,pose_clear_win,pending,,,,,,,,,,
stu7_36.mp4,pull_up,valid,20.0,17.773616790771484,19.91041374206543,2.2263832092285156,0.08958625793457031,-2.1367969512939453,0.949060,0.717233,256.0,resnet18,640,360,55.022,29.970,landscape,rgb_advantage_without_clear_pose_failure,rgb_advantage_context_or_semantics,review,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/stu7_36.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_pull_up_seq192/hard_case_audit.csv,rgb_count_tcn_pull_up_seq192,11,rgb_clear_win,pending,,,,,,,,,,
stu8_37.mp4,pull_up,valid,10.0,10.210848808288574,8.675511360168457,0.21084880828857422,1.324488639831543,1.1136398315429688,0.993935,0.689846,256.0,resnet18,640,360,45.010,29.305,landscape,"moderate_pose_confidence,confidence_noise_but_geometry_available,pose_advantage_without_clear_rgb_need",pose_advantage_structure_friendly,review,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/stu8_37.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_pull_up_seq192/hard_case_audit.csv,rgb_count_tcn_pull_up_seq192,12,pose_clear_win,pending,,,,,,,,,,
stu10_34.mp4,pull_up,valid,7.0,6.702508449554443,8.052627563476562,0.29749155044555664,1.0526275634765625,0.7551360130310059,0.994208,0.532543,256.0,resnet18,640,360,22.022,23.976,landscape,"moderate_pose_confidence,confidence_noise_but_geometry_available",no_clear_data_issue_signal,ok,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/stu10_34.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_pull_up_seq192/hard_case_audit.csv,rgb_count_tcn_pull_up_seq192,13,close_call,pending,,,,,,,,,,
stu6_34.mp4,pull_up,valid,11.0,11.718205451965332,10.957379341125488,0.718205451965332,0.04262065887451172,-0.6755847930908203,0.764078,0.624194,256.0,resnet18,640,360,75.034,23.976,landscape,"moderate_pose_coverage_loss,moderate_pose_confidence",no_clear_data_issue_signal,ok,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/stu6_34.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_pull_up_seq192/hard_case_audit.csv,rgb_count_tcn_pull_up_seq192,14,close_call,pending,,,,,,,,,,
stu10_44.mp4,push_up,valid,40.0,19.945579528808594,8.657923698425293,20.054420471191406,31.342076301574707,11.2876558303833,0.968815,0.739214,256.0,resnet18,640,360,49.984,29.970,landscape,"both_models_struggle,likely_semantic_or_definition_ambiguity",likely_semantic_or_definition_ambiguity,high,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/stu10_44.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_push_up_seq128/hard_case_audit.csv,rgb_count_tcn_push_up_seq128,1,pose_clear_win,pending,,,,,,,,,,
stu10_47.mp4,push_up,valid,21.0,16.43842315673828,4.792576789855957,4.561576843261719,16.207423210144043,11.645846366882324,1.000000,0.863493,256.0,resnet18,640,360,60.000,30.000,landscape,"both_models_struggle,likely_semantic_or_definition_ambiguity",likely_semantic_or_definition_ambiguity,high,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/stu10_47.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_push_up_seq128/hard_case_audit.csv,rgb_count_tcn_push_up_seq128,2,pose_clear_win,pending,,,,,,,,,,
stu6_47.mp4,push_up,valid,3.0,5.225083351135254,18.06723976135254,2.225083351135254,15.067239761352539,12.842156410217285,1.000000,0.888291,256.0,resnet18,640,360,16.000,30.000,landscape,"both_models_struggle,likely_semantic_or_definition_ambiguity",likely_semantic_or_definition_ambiguity,high,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/stu6_47.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_push_up_seq128/hard_case_audit.csv,rgb_count_tcn_push_up_seq128,3,pose_clear_win,pending,,,,,,,,,,
stu8_43.mp4,push_up,valid,25.0,14.954543113708496,17.264589309692383,10.045456886291504,7.735410690307617,-2.3100461959838867,1.000000,0.873401,256.0,resnet18,640,360,36.003,29.970,landscape,"both_models_struggle,likely_semantic_or_definition_ambiguity",likely_semantic_or_definition_ambiguity,high,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/stu8_43.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_push_up_seq128/hard_case_audit.csv,rgb_count_tcn_push_up_seq128,4,rgb_clear_win,pending,,,,,,,,,,
stu8_47.mp4,push_up,valid,18.0,13.158543586730957,28.001163482666016,4.841456413269043,10.001163482666016,5.159707069396973,0.973742,0.737903,256.0,resnet18,640,360,60.995,29.970,landscape,"both_models_struggle,likely_semantic_or_definition_ambiguity",likely_semantic_or_definition_ambiguity,high,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/stu8_47.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_push_up_seq128/hard_case_audit.csv,rgb_count_tcn_push_up_seq128,5,pose_clear_win,pending,,,,,,,,,,
stu4_40.mp4,push_up,valid,6.0,11.482926368713379,8.810772895812988,5.482926368713379,2.8107728958129883,-2.6721534729003906,0.993000,0.743428,256.0,resnet18,640,360,40.000,25.000,landscape,"both_models_struggle,likely_semantic_or_definition_ambiguity",likely_semantic_or_definition_ambiguity,high,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/stu4_40.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_push_up_seq128/hard_case_audit.csv,rgb_count_tcn_push_up_seq128,6,rgb_clear_win,pending,,,,,,,,,,
train2716.mp4,push_up,valid,10.0,7.884641647338867,12.430398941040039,2.115358352661133,2.430398941040039,0.31504058837890625,1.000000,0.806970,256.0,resnet18,568,320,10.010,29.970,landscape,"low_resolution,both_models_struggle,likely_semantic_or_definition_ambiguity",likely_semantic_or_definition_ambiguity,high,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/train2716.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_push_up_seq128/hard_case_audit.csv,rgb_count_tcn_push_up_seq128,7,close_call,pending,,,,,,,,,,
test1595.mp4,push_up,valid,3.0,24.431543350219727,3.500939130783081,21.431543350219727,0.500939130783081,-20.930604219436646,0.979452,0.634682,150.0,resnet18,320,240,10.000,15.000,landscape,"moderate_pose_confidence,confidence_noise_but_geometry_available,low_resolution,rgb_recovers_when_pose_is_weak",rgb_advantage_on_weak_pose,medium,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/test1595.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_push_up_seq128/hard_case_audit.csv,rgb_count_tcn_push_up_seq128,8,rgb_clear_win,pending,,,,,,,,,,
val901.mp4,push_up,valid,7.0,17.001750946044922,3.6045031547546387,10.001750946044922,3.3954968452453613,-6.6062541007995605,0.768000,0.564378,250.0,resnet18,480,360,10.000,25.000,landscape,"moderate_pose_coverage_loss,moderate_pose_confidence,rgb_recovers_when_pose_is_weak",rgb_advantage_on_weak_pose,medium,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/val901.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_push_up_seq128/hard_case_audit.csv,rgb_count_tcn_push_up_seq128,9,rgb_clear_win,pending,,,,,,,,,,
train2711.mp4,push_up,valid,5.0,14.883923530578613,4.520153045654297,9.883923530578613,0.4798469543457031,-9.40407657623291,0.859532,0.501819,256.0,resnet18,640,360,10.000,30.000,landscape,"moderate_pose_coverage_loss,moderate_pose_confidence,rgb_recovers_when_pose_is_weak",rgb_advantage_on_weak_pose,medium,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/train2711.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_push_up_seq128/hard_case_audit.csv,rgb_count_tcn_push_up_seq128,10,rgb_clear_win,pending,,,,,,,,,,
stu4_45.mp4,push_up,valid,16.0,17.00453758239746,6.767273902893066,1.004537582397461,9.232726097106934,8.228188514709473,1.000000,0.806296,256.0,resnet18,640,360,53.971,23.976,landscape,pose_stronger_on_clean_geometry,pose_advantage_on_clean_geometry,medium,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/Data/LLSP/video/valid/stu4_45.mp4,,/content/drive/MyDrive/FinalProjectCV/CV_Image_pose_detection/artifacts/3_Modeling/training_outputs/rgb_count_tcn_push_up_seq128/hard_case_audit.csv,rgb_count_tcn_push_up_seq128,11,pose_clear_win,pending,,,,,,,,,,
